anat_r50_xy_um,anat_r50_z_um,hcr_xy_median_of_fish_medians_um,hcr_xy_median_pooled_um,hcr_xy_n_fish,hcr_xy_n_pairs,func_anat_xy_median_of_fish_medians_um,func_anat_xy_median_pooled_um,func_anat_xy_n_fish,func_anat_xy_n_pairs
3.578408559163412,4.0,3.3359433262442373,3.391226103722355,4,250,1.1935826583599911,1.3087511578879978,4,12099
