owner,fish_id,gene,anat_label,plane,func_label,cell_key,n_bout_trials,n_cont_trials,n_bout_trials_z,n_cont_trials_z,mean_bout_dff,mean_cont_dff,mean_bout_zdff,mean_cont_zdff,denom,denom_z,bpi,bpi_z
Matilde,L395_f11,pth2,13033,4,349,L395_f11|pth2|13033,12,12,12,12,0.03214877579982082,0.00404450223625948,4.029809067181001,-0.3461584144582351,0.0361932780360803,3.683650652722766,0.7765053371387027,1.1879431287559108
Matilde,L395_f11,pth2,13353,4,393,L395_f11|pth2|13353,12,12,12,12,0.019168720697052777,0.010889056361823654,0.869632768134276,0.0694333588083585,0.030057777058876432,0.9390661269426346,0.27545830548317396,0.8521225357485394
Matilde,L395_f11,pth2,13718,4,535,L395_f11|pth2|13718,12,12,12,12,0.013832161047806343,0.005351548723410815,1.4743673329552014,-0.05972899775952101,0.01918370977121716,1.4146383351956804,0.44207363568018854,1.0844441950617136
Matilde,L395_f11,pth2,13949,3,403,L395_f11|pth2|13949,12,12,12,12,0.07025282868805031,0.008263280906248838,3.3584701493382454,-0.45853284808496636,0.07851610959429915,2.899937301253279,0.7895137456772613,1.3162363875155507
Matilde,L395_f11,pth2,14773,3,313,L395_f11|pth2|14773,12,12,12,12,0.016063015228913475,0.007396795379463583,1.2930308825646837,0.017866596734772127,0.023459810608377058,1.3108974792994559,0.36940706786248934,0.9727414278890518
Matilde,L395_f11,pth2,14837,3,622,L395_f11|pth2|14837,12,12,12,12,0.09321602507649611,0.00722898244081686,5.159083562592666,-0.3656981286282341,0.10044500751731297,4.793385433964431,0.8560608910388929,1.15258448696281
Matilde,L395_f11,pth2,15069,3,333,L395_f11|pth2|15069,12,12,12,12,0.05828659166581929,0.013073957253557941,2.9111471051971116,-0.27938033143679303,0.07136054891937722,2.6317667737603188,0.6335802498288283,1.2123138981936525
Matilde,L395_f11,pth2,15117,3,636,L395_f11|pth2|15117,12,12,12,12,0.010801759141031653,0.015022413921542466,0.3296132627874613,0.715058445930481,0.02582417306257412,1.0446717087179422,-0.16343813876571442,-0.3689629765278621
Matilde,L395_f11,pth2,15378,3,402,L395_f11|pth2|15378,12,12,12,12,0.059718136326409876,0.005895120246956746,4.241503509382407,-0.3973448872566223,0.06561325657336663,3.844158622125785,0.8203070368755432,1.206726582493047
Matilde,L395_f11,pth2,15380,3,412,L395_f11|pth2|15380,12,12,12,12,0.047836250819576286,0.005600725009571761,3.7588930847123265,-0.4259723126888275,0.053436975829148047,3.332920772023499,0.790380165693555,1.2556150246741145
Matilde,L395_f11,pth2,15414,3,624,L395_f11|pth2|15414,12,12,12,12,0.08156782047202189,0.01685748482608081,3.6543231308460236,0.04267844806114832,0.0984253052981027,3.6970015789071717,0.6574562857585414,0.9769118583531881
Matilde,L395_f11,pth2,15421,2,548,L395_f11|pth2|15421,12,12,12,12,0.006408433352286617,0.004558647090258698,0.4544627048696081,-0.005856091001381476,0.010967080442545315,0.44860661386822664,0.16866715546755015,1.0261079120117549
Matilde,L395_f11,pth2,15791,3,653,L395_f11|pth2|15791,12,12,12,12,0.05149904700616995,0.00870667973261637,4.937576005856196,0.12399807572364807,0.060205726738786325,5.0615740815798445,0.7107690512435166,0.9510041446691836
Matilde,L395_f11,pth2,16191,2,594,L395_f11|pth2|16191,12,12,12,12,0.009854401752818376,0.00446323233578975,1.1108643577123682,-0.05994218153258165,0.014317634088608127,1.0509221761797867,0.37654052224439283,1.1140753956691212
Matilde,L395_f11,pth2,17469,0,450,L395_f11|pth2|17469,12,12,12,12,0.028232101952501882,0.005401686163774381,4.345676243305206,-0.06789039075374603,0.033633788116276264,4.27778585255146,0.6787940659493917,1.0317409019964163
Matilde,L395_f11,pth2,17519,1,588,L395_f11|pth2|17519,12,12,12,12,0.02318361186189577,0.005389707463715847,3.712482559184233,0.032924944845338665,0.028573319325611617,3.745407504029572,0.6227454428870084,0.9824184979552073
Matilde,L395_f11,sst1.1,12516,4,413,L395_f11|sst1.1|12516,12,12,12,12,0.01176081015728414,0.005917929074106117,1.2858847541113694,0.08984943479299545,0.017678739231390257,1.3757341889043648,0.3305032676087807,0.8693796584868599
Matilde,L395_f11,sst1.1,12758,4,376,L395_f11|sst1.1|12758,12,12,12,12,0.010144008847419173,0.003468974648664395,1.8814927885929744,-0.12434129044413567,0.013612983496083567,1.7571514981488388,0.49034322275312936,1.1415259760756309
Matilde,L395_f11,sst1.1,13056,4,416,L395_f11|sst1.1|13056,12,12,12,12,0.0150058085952575,0.004928725014906377,2.338837492202098,-0.013531059337158998,0.019934533610163875,2.325306432864939,0.5055088710584729,1.0116380870460053
Matilde,L395_f11,sst1.1,13062,4,459,L395_f11|sst1.1|13062,12,12,12,12,0.007202236369873087,0.00688227570693319,0.5118006225675344,0.4379324687179178,0.014084512076806277,0.9497330912854522,0.022717198948396175,0.07777780360336502
Matilde,L395_f11,sst1.1,13099,4,551,L395_f11|sst1.1|13099,12,12,12,12,0.010486212365018824,0.004406278332074483,1.7233020029962063,0.030702625287328072,0.014892490697093308,1.7540046282835344,0.40825501634397615,0.9649913976368766
Matilde,L395_f11,sst1.1,13698,4,487,L395_f11|sst1.1|13698,12,12,12,12,0.012252180652770525,0.01167563806908826,0.2766509492260714,0.20987880354126295,0.023927818721858785,0.48652975276733434,0.02409507487431673,0.13724164926197202
Matilde,L395_f11,sst1.1,13967,4,457,L395_f11|sst1.1|13967,12,12,12,12,0.004693539541525145,0.0026063607656396925,0.8602079149956504,-0.04601169237866998,0.007299900307164838,0.8141962226169804,0.2859188054714789,1.1130235957881989
Matilde,L395_f11,sst1.1,13985,3,576,L395_f11|sst1.1|13985,12,12,12,12,0.010649516169602672,0.01030591526068747,0.2895212934042017,0.24754941711823145,0.02095543143029014,0.5370707105224332,0.016396747070477464,0.07814962809113586
Matilde,L395_f11,sst1.1,13997,4,585,L395_f11|sst1.1|13997,12,12,12,12,0.05038787548740705,0.004967789524622883,5.495307604471843,-0.3590770860513051,0.05535566501202993,5.136230518420538,0.8205137803495531,1.1398212501419138
Matilde,L395_f11,sst1.1,16191,2,594,L395_f11|sst1.1|16191,12,12,12,12,0.009854401752818376,0.00446323233578975,1.1108643577123682,-0.05994218153258165,0.014317634088608127,1.0509221761797867,0.37654052224439283,1.1140753956691212
Matilde,L395_f11,sst1.1,17519,1,588,L395_f11|sst1.1|17519,12,12,12,12,0.02318361186189577,0.005389707463715847,3.712482559184233,0.032924944845338665,0.028573319325611617,3.745407504029572,0.6227454428870084,0.9824184979552073
Matilde,L395_f11,sst1.2,13075,4,487,L395_f11|sst1.2|13075,12,12,12,12,0.012252180652770525,0.01167563806908826,0.2766509492260714,0.20987880354126295,0.023927818721858785,0.48652975276733434,0.02409507487431673,0.13724164926197202
Matilde,L395_f11,sst1.2,13096,4,556,L395_f11|sst1.2|13096,12,12,12,12,0.008981186353291074,0.005822236863120149,0.9133917484432459,0.19257446036984524,0.014803423216411222,1.105966208813091,0.21339317561825039,0.651753446289261
Matilde,L395_f11,sst1.2,13372,4,440,L395_f11|sst1.2|13372,12,12,12,12,0.013422064774204046,0.00872137793339789,0.5929743926972151,0.0032765394231925407,0.022143442707601935,0.5962509321204076,0.212283469326673,0.9890095285502016
Matilde,L395_f11,sst1.2,13393,4,513,L395_f11|sst1.2|13393,12,12,12,12,0.013987468633179864,0.005126638861838728,1.8660729726155598,0.005183151923120022,0.019114107495018594,1.8712561245386798,0.4635753865907887,0.9944602431969084
Matilde,L395_f11,tac3b,11383,4,459,L395_f11|tac3b|11383,12,12,12,12,0.007202236369873087,0.00688227570693319,0.5118006225675344,0.4379324687179178,0.014084512076806277,0.9497330912854522,0.022717198948396175,0.07777780360336502
Matilde,L395_f11,tac3b,12103,4,521,L395_f11|tac3b|12103,12,12,12,12,0.009364684500421086,0.0037286662263795733,1.6956109448025625,0.035022165005405746,0.01309335072680066,1.7306331098079681,0.4304488890307657,0.9595267595345015
Matilde,L395_f11,tac3b,12296,4,413,L395_f11|tac3b|12296,12,12,12,12,0.01176081015728414,0.005917929074106117,1.2858847541113694,0.08984943479299545,0.017678739231390257,1.3757341889043648,0.3305032676087807,0.8693796584868599
Matilde,L395_f11,tac3b,13418,4,585,L395_f11|tac3b|13418,12,12,12,12,0.05038787548740705,0.004967789524622883,5.495307604471843,-0.3590770860513051,0.05535566501202993,5.136230518420538,0.8205137803495531,1.1398212501419138
Matilde,L395_f11,tac3b,13698,4,487,L395_f11|tac3b|13698,12,12,12,12,0.012252180652770525,0.01167563806908826,0.2766509492260714,0.20987880354126295,0.023927818721858785,0.48652975276733434,0.02409507487431673,0.13724164926197202
Matilde,L395_f11,tac3b,13967,4,457,L395_f11|tac3b|13967,12,12,12,12,0.004693539541525145,0.0026063607656396925,0.8602079149956504,-0.04601169237866998,0.007299900307164838,0.8141962226169804,0.2859188054714789,1.1130235957881989
Matilde,L395_f11,tac3b,16840,2,585,L395_f11|tac3b|16840,12,12,12,12,0.0053661317797377706,0.005188232850438605,0.12846965715289116,0.08456614675621192,0.010554364630176376,0.2130358039091031,0.016855484487481896,0.20608512555669628
Matilde,L396_f01,pth2,11150,4,203,L396_f01|pth2|11150,12,12,12,12,0.007853807920279602,0.001990011864108965,2.763939667493105,-0.11698518383006255,0.009843819784388566,2.6469544836630425,0.5956829954841415,1.0883922897443783
Matilde,L396_f01,pth2,12078,4,409,L396_f01|pth2|12078,12,12,12,12,0.011730220324049393,0.0040620496244324995,2.843522389729818,0.31290966738015413,0.01579226994848189,3.156432057109972,0.48556481903059373,0.801732043193951
Matilde,L396_f01,pth2,12302,4,221,L396_f01|pth2|12302,12,12,12,12,0.0048683347801367445,0.002824554763113459,0.844467241782695,0.039626198975990214,0.007692889543250203,0.8840934407586852,0.26567130667000316,0.9103574415347208
Matilde,L396_f01,pth2,12608,3,281,L396_f01|pth2|12608,12,12,12,12,0.020124844915699214,0.0024655691716664783,5.3794136221210165,-0.2663107806195815,0.02259041408736569,5.113102841501435,0.7817154513298263,1.1041679734888261
Matilde,L396_f01,pth2,13571,3,573,L396_f01|pth2|13571,12,12,12,12,0.0036013606392468014,0.00287568360605898,0.369066149306794,0.05606745082574586,0.006477044245305781,0.42513360013253987,0.1120383010682309,0.7362360876286125
Matilde,L396_f01,pth2,15108,3,226,L396_f01|pth2|15108,12,12,12,12,0.005370409150297443,0.0024198086466640234,1.5048837872842948,0.05190632321561376,0.007790217796961467,1.5567901104999087,0.378757125992586,0.9333162218008362
Matilde,L396_f01,pth2,15110,2,274,L396_f01|pth2|15110,12,12,12,12,0.04626636418591564,0.007262538217522281,3.075212193032106,-0.2691064278284709,0.053528902403437925,2.806105765203635,0.7286498362030362,1.1918006307285014
Matilde,L396_f01,pth2,15774,2,282,L396_f01|pth2|15774,12,12,12,12,0.07715280992366995,0.008754662223509513,3.234605096280575,-0.4239871359119813,0.08590747214717946,2.8106179603685937,0.7961839173078975,1.3017038543768347
Matilde,L396_f01,pth2,16097,1,296,L396_f01|pth2|16097,12,12,12,12,0.033379753525878186,0.015565995573221395,1.2069536472360294,-0.06039776342610518,0.04894574909909958,1.1465558838099241,0.36394903092788705,1.1053551148774499
Matilde,L396_f01,pth2,16103,1,309,L396_f01|pth2|16103,12,12,12,12,0.024088590076037992,0.004056271665225116,3.84063569145898,-0.20290126837790012,0.028144861741263107,3.63773442308108,0.7117575703505251,1.1115536456375212
Matilde,L396_f01,pth2,16511,1,644,L396_f01|pth2|16511,12,12,12,12,0.011777685586518297,0.004348317122397323,1.8838914794226487,0.05047802239035567,0.01612600270891562,1.9343695018130043,0.46070738038593295,0.9478093276976869
Matilde,L396_f01,pth2,16762,1,268,L396_f01|pth2|16762,12,12,12,12,0.005679624950668464,0.004038158881788452,0.400803507771343,-0.05164793971925974,0.009717783832456917,0.34915556805208325,0.16891362240407087,1.2958448579663233
Matilde,L396_f01,pth2,16773,0,312,L396_f01|pth2|16773,12,12,12,12,0.06411851663142443,0.015523629529828517,2.0826114863157272,-0.2445614735285441,0.07964214616125294,1.838050012787183,0.6101654644414646,1.2661097052062211
Matilde,L396_f01,pth2,16779,0,331,L396_f01|pth2|16779,12,12,12,12,0.05149036222913613,0.00517336879662859,5.60104941452543,-0.16941024363040924,0.05666373102576472,5.4316391708950205,0.817401053443647,1.062379049233675
Matilde,L396_f01,pth2,16781,0,335,L396_f01|pth2|16781,12,12,12,12,0.0183059088109682,0.003252046696919327,2.932843598226706,-0.2690659174695611,0.021557955507887527,2.663777680757145,0.6982972995069516,1.2020182986089758
Matilde,L396_f01,pth2,17150,1,367,L396_f01|pth2|17150,12,12,12,12,0.02551149365414555,0.004452012401695053,7.438083992339671,0.4158179561297099,0.029963506055840604,7.853901948469381,0.702837685723547,0.8941117526401644
Matilde,L396_f01,sst1.1,12078,4,409,L396_f01|sst1.1|12078,12,12,12,12,0.011730220324049393,0.0040620496244324995,2.843522389729818,0.31290966738015413,0.01579226994848189,3.156432057109972,0.48556481903059373,0.801732043193951
Matilde,L396_f01,sst1.1,12602,4,235,L396_f01|sst1.1|12602,12,12,12,12,0.016618226616022486,0.0032505086079860726,3.328783679443101,-0.1817939542233944,0.01986873522400856,3.1469897252197065,0.6728016583503219,1.1155351431665081
Matilde,L396_f01,sst1.1,12630,3,480,L396_f01|sst1.1|12630,12,12,12,12,0.0035015006627266607,0.0032213162630796432,0.16400147524351874,0.0568170232581906,0.006722816925806304,0.22081849850170934,0.0416766368531467,0.48539616342196273
Matilde,L396_f01,sst1.1,14212,3,688,L396_f01|sst1.1|14212,12,12,12,12,0.017752344603650272,0.005279721963840227,2.023080355177323,-0.05130040769775709,0.0230320665674905,1.9717799474795659,0.5415329364068012,1.0520346175173676
Matilde,L396_f01,sst1.1,15108,3,226,L396_f01|sst1.1|15108,12,12,12,12,0.005370409150297443,0.0024198086466640234,1.5048837872842948,0.05190632321561376,0.007790217796961467,1.5567901104999087,0.378757125992586,0.9333162218008362
Matilde,L396_f01,sst1.1,15110,2,274,L396_f01|sst1.1|15110,12,12,12,12,0.04626636418591564,0.007262538217522281,3.075212193032106,-0.2691064278284709,0.053528902403437925,2.806105765203635,0.7286498362030362,1.1918006307285014
Matilde,L396_f01,sst1.1,15774,2,282,L396_f01|sst1.1|15774,12,12,12,12,0.07715280992366995,0.008754662223509513,3.234605096280575,-0.4239871359119813,0.08590747214717946,2.8106179603685937,0.7961839173078975,1.3017038543768347
Matilde,L396_f03,pth2,13115,3,572,L396_f03|pth2|13115,12,12,12,12,0.004260667240790402,0.0018635863283028205,2.0096786969030895,0.2601956557482481,0.006124253569093222,2.2698743526513376,0.3914078483922901,0.770740036386309
Matilde,L396_f03,pth2,13138,3,399,L396_f03|pth2|13138,12,12,12,12,0.003134449497641375,0.0016068948801451672,1.2418597030142944,0.052868693290899195,0.004741344377786542,1.2947283963051937,0.3221775293633773,0.9183323800701795
Matilde,L396_f03,pth2,13139,3,404,L396_f03|pth2|13139,12,12,12,12,0.003813900431850925,0.0017668795286833,1.6633826980056863,0.15890140210588774,0.005580779960534225,1.822284100111574,0.36679835392966686,0.8256019441796606
Matilde,L396_f03,pth2,13344,3,374,L396_f03|pth2|13344,12,12,12,12,0.003513336787970426,0.002290925728933265,1.2042758626242478,0.3835392988597353,0.005804262516903691,1.587815161483983,0.2106057497360167,0.5168967923177195
Matilde,L396_f03,pth2,13346,3,338,L396_f03|pth2|13346,12,12,12,12,0.005522544180469898,0.0024194739720163247,2.7202975569913783,0.5475969426333904,0.007942018152486222,3.2678944996247687,0.3907155774357135,0.6648625329267713
Matilde,L396_f03,pth2,13600,3,359,L396_f03|pth2|13600,12,12,12,12,0.0031614034669473767,0.0025359021577363214,0.8144791511197885,0.43059116361352306,0.005697305624683699,1.2450703147333115,0.1097889687541173,0.3083263515028808
Matilde,L396_f03,pth2,13826,3,373,L396_f03|pth2|13826,12,12,12,12,0.0027116802909101048,0.002379158434147636,0.321908175945282,0.1354698695552846,0.005090838725057741,0.4573780455005666,0.06531769610491782,0.4076240830185769
Matilde,L396_f03,pth2,14040,3,551,L396_f03|pth2|14040,12,12,12,12,0.00530195046061029,0.002157358860131353,2.34117190213874,0.3188579771667719,0.007459309320741643,2.6600298793055117,0.42156605461245106,0.7602598529832904
Matilde,L396_f03,pth2,14291,3,539,L396_f03|pth2|14291,12,12,12,12,0.003005835101551687,0.001979399472475052,0.626522433226152,0.012075391753266254,0.004985234574026739,0.6385978249794182,0.2058951517395798,0.9621815443744882
Matilde,L396_f03,pth2,15040,1,393,L396_f03|pth2|15040,12,12,12,12,0.002544178501314794,0.0020264280513705066,0.3804164787288755,0.05401357961818576,0.004570606552685301,0.4344300583470613,0.11327828024052984,0.7513359005419697
Matilde,L396_f03,pth2,15259,1,659,L396_f03|pth2|15259,12,12,12,12,0.0028313753136899322,0.0019977707706857473,0.32286160641039413,-0.04733976100881895,0.0048291460843756795,0.2755218454015752,0.1726194504037156,1.3436370785033096
