group,population,group_type,plane_idx,func_label,laterality,stim_mode,auc_dff,n_trials,response_class,response_is_active,bpi_category,point_label_id,fish_id
tac3b,identified_gene,gene,3,468,ipsi,continuous,0.0895004,4.0,low activity,False,low activity,gene:tac3b:p3:f468,L395_f11
tac3b,identified_gene,gene,3,487,ipsi,continuous,0.075113766,4.0,low activity,False,low activity,gene:tac3b:p3:f487,L395_f11
tac3b,identified_gene,gene,4,218,ipsi,continuous,0.059517622,4.0,low activity,False,low activity,gene:tac3b:p4:f218,L395_f11
tac3b,identified_gene,gene,4,452,ipsi,continuous,0.08517571,4.0,low activity,False,low activity,gene:tac3b:p4:f452,L395_f11
tac3b,identified_gene,gene,4,479,ipsi,continuous,0.089436255,4.0,low activity,False,low activity,gene:tac3b:p4:f479,L395_f11
tac3b,identified_gene,gene,4,526,ipsi,continuous,0.13922182,4.0,low activity,False,low activity,gene:tac3b:p4:f526,L395_f11
pth2,identified_gene,gene,0,450,ipsi,continuous,0.104476206,4.0,bout-responsive,True,bout-responsive,gene:pth2:p0:f450,L395_f11
pth2,identified_gene,gene,1,588,ipsi,continuous,0.08619849,4.0,bout-responsive,True,bout-responsive,gene:pth2:p1:f588,L395_f11
pth2,identified_gene,gene,2,548,ipsi,continuous,0.085913956,4.0,bout-responsive,True,weak-response,gene:pth2:p2:f548,L395_f11
pth2,identified_gene,gene,2,594,ipsi,continuous,0.09482004,4.0,bout-responsive,True,weak-response,gene:pth2:p2:f594,L395_f11
pth2,identified_gene,gene,3,313,ipsi,continuous,0.16918895,4.0,bout-responsive,True,weak-response,gene:pth2:p3:f313,L395_f11
pth2,identified_gene,gene,3,333,ipsi,continuous,0.21130249,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f333,L395_f11
pth2,identified_gene,gene,3,402,ipsi,continuous,0.07629971,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f402,L395_f11
pth2,identified_gene,gene,3,403,ipsi,continuous,0.12735225,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f403,L395_f11
pth2,identified_gene,gene,3,412,ipsi,continuous,0.09643518,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f412,L395_f11
pth2,identified_gene,gene,3,622,ipsi,continuous,0.16055244,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f622,L395_f11
pth2,identified_gene,gene,3,624,ipsi,continuous,0.59466004,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f624,L395_f11
pth2,identified_gene,gene,3,653,ipsi,continuous,0.39304844,4.0,bout-responsive,True,bout-responsive,gene:pth2:p3:f653,L395_f11
pth2,identified_gene,gene,4,349,ipsi,continuous,0.074603036,4.0,bout-responsive,True,bout-responsive,gene:pth2:p4:f349,L395_f11
pth2,identified_gene,gene,4,393,ipsi,continuous,0.16604187,4.0,bout-responsive,True,weak-response,gene:pth2:p4:f393,L395_f11
pth2,identified_gene,gene,4,535,ipsi,continuous,0.14320068,4.0,bout-responsive,True,bout-responsive,gene:pth2:p4:f535,L395_f11
pth2,identified_gene,gene,3,636,ipsi,continuous,0.49956337,4.0,continuous-responsive,True,weak-response,gene:pth2:p3:f636,L395_f11
pth2,identified_gene,gene,0,635,ipsi,continuous,0.11913853,4.0,low activity,False,low activity,gene:pth2:p0:f635,L395_f11
All neurons,all_neurons,all,0,147,contra,bout,0.036776766,4.0,both-responsive,True,both-responsive,roi:p0:f147,L396_f01
All neurons,all_neurons,all,0,150,contra,bout,0.03972604,4.0,both-responsive,True,both-responsive,roi:p0:f150,L396_f01
All neurons,all_neurons,all,0,345,contra,bout,0.046406597,4.0,both-responsive,True,both-responsive,roi:p0:f345,L396_f01
All neurons,all_neurons,all,0,367,contra,bout,0.06747162,4.0,both-responsive,True,both-responsive,roi:p0:f367,L396_f01
All neurons,all_neurons,all,0,374,contra,bout,0.045786254,4.0,both-responsive,True,bout-responsive,roi:p0:f374,L396_f01
All neurons,all_neurons,all,0,394,contra,bout,0.046568073,4.0,both-responsive,True,both-responsive,roi:p0:f394,L396_f01
All neurons,all_neurons,all,0,398,contra,bout,0.04667308,4.0,both-responsive,True,both-responsive,roi:p0:f398,L396_f01
All neurons,all_neurons,all,0,401,contra,bout,0.050246015,4.0,both-responsive,True,both-responsive,roi:p0:f401,L396_f01
All neurons,all_neurons,all,0,412,contra,bout,0.05602436,4.0,both-responsive,True,both-responsive,roi:p0:f412,L396_f01
All neurons,all_neurons,all,0,413,contra,bout,0.03992794,4.0,both-responsive,True,bout-responsive,roi:p0:f413,L396_f01
All neurons,all_neurons,all,0,422,contra,bout,0.077939816,4.0,both-responsive,True,bout-responsive,roi:p0:f422,L396_f01
All neurons,all_neurons,all,0,426,contra,bout,0.05772338,4.0,both-responsive,True,both-responsive,roi:p0:f426,L396_f01
All neurons,all_neurons,all,0,465,contra,bout,0.10258204,4.0,both-responsive,True,both-responsive,roi:p0:f465,L396_f01
All neurons,all_neurons,all,0,517,contra,bout,0.12881102,4.0,both-responsive,True,bout-responsive,roi:p0:f517,L396_f01
All neurons,all_neurons,all,0,675,contra,bout,0.06097654,4.0,both-responsive,True,both-responsive,roi:p0:f675,L396_f01
All neurons,all_neurons,all,0,751,contra,bout,0.2089791,4.0,both-responsive,True,bout-responsive,roi:p0:f751,L396_f01
All neurons,all_neurons,all,1,64,contra,bout,0.07082027,4.0,both-responsive,True,both-responsive,roi:p1:f64,L396_f01
All neurons,all_neurons,all,1,84,contra,bout,0.046884913,4.0,both-responsive,True,both-responsive,roi:p1:f84,L396_f01
All neurons,all_neurons,all,1,151,contra,bout,0.055424858,4.0,both-responsive,True,continuous-responsive,roi:p1:f151,L396_f01
All neurons,all_neurons,all,1,153,contra,bout,0.054996707,4.0,both-responsive,True,continuous-responsive,roi:p1:f153,L396_f01
All neurons,all_neurons,all,1,367,contra,bout,0.0661563,4.0,both-responsive,True,bout-responsive,roi:p1:f367,L396_f01
All neurons,all_neurons,all,1,434,contra,bout,0.049994737,4.0,both-responsive,True,both-responsive,roi:p1:f434,L396_f01
All neurons,all_neurons,all,1,454,contra,bout,0.047388226,4.0,both-responsive,True,bout-responsive,roi:p1:f454,L396_f01
All neurons,all_neurons,all,1,468,contra,bout,0.2176001,4.0,both-responsive,True,bout-responsive,roi:p1:f468,L396_f01
All neurons,all_neurons,all,1,494,contra,bout,0.044078752,4.0,both-responsive,True,both-responsive,roi:p1:f494,L396_f01
All neurons,all_neurons,all,1,520,contra,bout,0.0988129,4.0,both-responsive,True,both-responsive,roi:p1:f520,L396_f01
All neurons,all_neurons,all,1,551,contra,bout,0.07240502,4.0,both-responsive,True,both-responsive,roi:p1:f551,L396_f01
All neurons,all_neurons,all,1,555,contra,bout,0.12523203,4.0,both-responsive,True,bout-responsive,roi:p1:f555,L396_f01
All neurons,all_neurons,all,1,602,contra,bout,0.05091229,4.0,both-responsive,True,both-responsive,roi:p1:f602,L396_f01
All neurons,all_neurons,all,1,611,contra,bout,0.12626882,4.0,both-responsive,True,bout-responsive,roi:p1:f611,L396_f01
All neurons,all_neurons,all,1,620,contra,bout,0.06934026,4.0,both-responsive,True,both-responsive,roi:p1:f620,L396_f01
All neurons,all_neurons,all,2,70,contra,bout,0.067075506,4.0,both-responsive,True,both-responsive,roi:p2:f70,L396_f01
All neurons,all_neurons,all,2,78,contra,bout,0.06884435,4.0,both-responsive,True,both-responsive,roi:p2:f78,L396_f01
All neurons,all_neurons,all,2,174,contra,bout,0.051616445,4.0,both-responsive,True,both-responsive,roi:p2:f174,L396_f01
All neurons,all_neurons,all,2,237,contra,bout,0.060389973,4.0,both-responsive,True,bout-responsive,roi:p2:f237,L396_f01
All neurons,all_neurons,all,2,305,contra,bout,0.07210687,4.0,both-responsive,True,both-responsive,roi:p2:f305,L396_f01
All neurons,all_neurons,all,2,344,contra,bout,0.053158145,4.0,both-responsive,True,both-responsive,roi:p2:f344,L396_f01
All neurons,all_neurons,all,2,364,contra,bout,0.037800394,4.0,both-responsive,True,both-responsive,roi:p2:f364,L396_f01
All neurons,all_neurons,all,2,371,contra,bout,0.08768638,4.0,both-responsive,True,bout-responsive,roi:p2:f371,L396_f01
All neurons,all_neurons,all,2,406,contra,bout,0.042688277,4.0,both-responsive,True,both-responsive,roi:p2:f406,L396_f01
All neurons,all_neurons,all,2,446,contra,bout,0.04623803,4.0,both-responsive,True,both-responsive,roi:p2:f446,L396_f01
All neurons,all_neurons,all,2,487,contra,bout,0.048944276,4.0,both-responsive,True,both-responsive,roi:p2:f487,L396_f01
All neurons,all_neurons,all,2,505,contra,bout,0.047680147,4.0,both-responsive,True,both-responsive,roi:p2:f505,L396_f01
All neurons,all_neurons,all,2,518,contra,bout,0.054613795,4.0,both-responsive,True,both-responsive,roi:p2:f518,L396_f01
All neurons,all_neurons,all,2,528,contra,bout,0.14850557,4.0,both-responsive,True,both-responsive,roi:p2:f528,L396_f01
All neurons,all_neurons,all,2,558,contra,bout,0.12528881,4.0,both-responsive,True,bout-responsive,roi:p2:f558,L396_f01
All neurons,all_neurons,all,2,571,contra,bout,0.10366362,4.0,both-responsive,True,bout-responsive,roi:p2:f571,L396_f01
All neurons,all_neurons,all,2,572,contra,bout,0.23209895,4.0,both-responsive,True,bout-responsive,roi:p2:f572,L396_f01
All neurons,all_neurons,all,2,573,contra,bout,0.09789606,4.0,both-responsive,True,both-responsive,roi:p2:f573,L396_f01
All neurons,all_neurons,all,2,584,contra,bout,0.11610464,4.0,both-responsive,True,both-responsive,roi:p2:f584,L396_f01
All neurons,all_neurons,all,2,595,contra,bout,0.051682677,4.0,both-responsive,True,both-responsive,roi:p2:f595,L396_f01
All neurons,all_neurons,all,2,617,contra,bout,0.051965892,4.0,both-responsive,True,both-responsive,roi:p2:f617,L396_f01
All neurons,all_neurons,all,2,653,contra,bout,0.20608321,4.0,both-responsive,True,bout-responsive,roi:p2:f653,L396_f01
All neurons,all_neurons,all,2,683,contra,bout,0.10465976,4.0,both-responsive,True,both-responsive,roi:p2:f683,L396_f01
All neurons,all_neurons,all,2,705,contra,bout,0.20410542,4.0,both-responsive,True,bout-responsive,roi:p2:f705,L396_f01
All neurons,all_neurons,all,2,738,contra,bout,0.15714726,4.0,both-responsive,True,bout-responsive,roi:p2:f738,L396_f01
All neurons,all_neurons,all,2,832,contra,bout,0.04205864,4.0,both-responsive,True,both-responsive,roi:p2:f832,L396_f01
All neurons,all_neurons,all,2,843,contra,bout,0.10588112,4.0,both-responsive,True,both-responsive,roi:p2:f843,L396_f01
All neurons,all_neurons,all,2,844,contra,bout,0.08916423,4.0,both-responsive,True,both-responsive,roi:p2:f844,L396_f01
All neurons,all_neurons,all,2,853,contra,bout,0.05880887,4.0,both-responsive,True,both-responsive,roi:p2:f853,L396_f01
All neurons,all_neurons,all,2,860,contra,bout,0.069567524,4.0,both-responsive,True,both-responsive,roi:p2:f860,L396_f01
All neurons,all_neurons,all,2,872,contra,bout,0.046808638,4.0,both-responsive,True,both-responsive,roi:p2:f872,L396_f01
All neurons,all_neurons,all,2,899,contra,bout,0.052199274,4.0,both-responsive,True,both-responsive,roi:p2:f899,L396_f01
All neurons,all_neurons,all,3,23,contra,bout,0.059297923,4.0,both-responsive,True,both-responsive,roi:p3:f23,L396_f01
All neurons,all_neurons,all,3,49,contra,bout,0.04340572,4.0,both-responsive,True,both-responsive,roi:p3:f49,L396_f01
All neurons,all_neurons,all,3,51,contra,bout,0.06871815,4.0,both-responsive,True,both-responsive,roi:p3:f51,L396_f01
All neurons,all_neurons,all,3,65,contra,bout,0.04125585,4.0,both-responsive,True,both-responsive,roi:p3:f65,L396_f01
All neurons,all_neurons,all,3,85,contra,bout,0.05812042,4.0,both-responsive,True,both-responsive,roi:p3:f85,L396_f01
All neurons,all_neurons,all,3,325,contra,bout,0.054176923,4.0,both-responsive,True,both-responsive,roi:p3:f325,L396_f01
All neurons,all_neurons,all,3,335,contra,bout,0.055442486,4.0,both-responsive,True,both-responsive,roi:p3:f335,L396_f01
All neurons,all_neurons,all,3,351,contra,bout,0.0471035,4.0,both-responsive,True,both-responsive,roi:p3:f351,L396_f01
All neurons,all_neurons,all,3,380,contra,bout,0.043105673,4.0,both-responsive,True,both-responsive,roi:p3:f380,L396_f01
All neurons,all_neurons,all,3,395,contra,bout,0.13161445,4.0,both-responsive,True,both-responsive,roi:p3:f395,L396_f01
All neurons,all_neurons,all,3,426,contra,bout,0.05102665,4.0,both-responsive,True,both-responsive,roi:p3:f426,L396_f01
All neurons,all_neurons,all,3,439,contra,bout,0.12453353,4.0,both-responsive,True,bout-responsive,roi:p3:f439,L396_f01
All neurons,all_neurons,all,3,443,contra,bout,0.060258694,4.0,both-responsive,True,both-responsive,roi:p3:f443,L396_f01
All neurons,all_neurons,all,3,459,contra,bout,0.10779273,4.0,both-responsive,True,bout-responsive,roi:p3:f459,L396_f01
All neurons,all_neurons,all,3,489,contra,bout,0.09793286,4.0,both-responsive,True,both-responsive,roi:p3:f489,L396_f01
All neurons,all_neurons,all,3,497,contra,bout,0.071263745,4.0,both-responsive,True,both-responsive,roi:p3:f497,L396_f01
All neurons,all_neurons,all,3,541,contra,bout,0.23039235,4.0,both-responsive,True,bout-responsive,roi:p3:f541,L396_f01
All neurons,all_neurons,all,3,552,contra,bout,0.085881576,4.0,both-responsive,True,bout-responsive,roi:p3:f552,L396_f01
All neurons,all_neurons,all,3,553,contra,bout,0.06913069,4.0,both-responsive,True,both-responsive,roi:p3:f553,L396_f01
All neurons,all_neurons,all,3,584,contra,bout,0.118577145,4.0,both-responsive,True,bout-responsive,roi:p3:f584,L396_f01
All neurons,all_neurons,all,3,595,contra,bout,0.05813124,4.0,both-responsive,True,both-responsive,roi:p3:f595,L396_f01
All neurons,all_neurons,all,3,649,contra,bout,0.055785216,4.0,both-responsive,True,both-responsive,roi:p3:f649,L396_f01
All neurons,all_neurons,all,3,738,contra,bout,0.089114964,4.0,both-responsive,True,both-responsive,roi:p3:f738,L396_f01
All neurons,all_neurons,all,3,750,contra,bout,0.050523587,4.0,both-responsive,True,both-responsive,roi:p3:f750,L396_f01
All neurons,all_neurons,all,3,779,contra,bout,0.11252613,4.0,both-responsive,True,bout-responsive,roi:p3:f779,L396_f01
All neurons,all_neurons,all,3,783,contra,bout,0.07608156,4.0,both-responsive,True,both-responsive,roi:p3:f783,L396_f01
All neurons,all_neurons,all,3,805,contra,bout,0.1335769,4.0,both-responsive,True,bout-responsive,roi:p3:f805,L396_f01
All neurons,all_neurons,all,3,879,contra,bout,0.042030748,4.0,both-responsive,True,both-responsive,roi:p3:f879,L396_f01
All neurons,all_neurons,all,3,915,contra,bout,0.2117762,4.0,both-responsive,True,bout-responsive,roi:p3:f915,L396_f01
All neurons,all_neurons,all,3,963,contra,bout,0.035858314,4.0,both-responsive,True,both-responsive,roi:p3:f963,L396_f01
All neurons,all_neurons,all,4,148,contra,bout,0.050501287,4.0,both-responsive,True,both-responsive,roi:p4:f148,L396_f01
All neurons,all_neurons,all,4,360,contra,bout,0.06636725,4.0,both-responsive,True,both-responsive,roi:p4:f360,L396_f01
All neurons,all_neurons,all,4,362,contra,bout,0.055913232,4.0,both-responsive,True,both-responsive,roi:p4:f362,L396_f01
All neurons,all_neurons,all,4,369,contra,bout,0.0748249,4.0,both-responsive,True,both-responsive,roi:p4:f369,L396_f01
All neurons,all_neurons,all,4,409,contra,bout,0.21337831,4.0,both-responsive,True,bout-responsive,roi:p4:f409,L396_f01
All neurons,all_neurons,all,4,498,contra,bout,0.0640008,4.0,both-responsive,True,both-responsive,roi:p4:f498,L396_f01
All neurons,all_neurons,all,4,502,contra,bout,0.13983963,4.0,both-responsive,True,both-responsive,roi:p4:f502,L396_f01
All neurons,all_neurons,all,0,6,contra,bout,0.043412834,4.0,bout-responsive,True,weak-response,roi:p0:f6,L396_f01
All neurons,all_neurons,all,0,33,contra,bout,0.039488472,4.0,bout-responsive,True,weak-response,roi:p0:f33,L396_f01
All neurons,all_neurons,all,0,37,contra,bout,0.039589778,4.0,bout-responsive,True,weak-response,roi:p0:f37,L396_f01
All neurons,all_neurons,all,0,55,contra,bout,0.038368676,4.0,bout-responsive,True,weak-response,roi:p0:f55,L396_f01
All neurons,all_neurons,all,0,190,contra,bout,0.043186042,4.0,bout-responsive,True,weak-response,roi:p0:f190,L396_f01
All neurons,all_neurons,all,0,205,contra,bout,0.08211146,4.0,bout-responsive,True,weak-response,roi:p0:f205,L396_f01
All neurons,all_neurons,all,0,225,contra,bout,0.1403902,4.0,bout-responsive,True,weak-response,roi:p0:f225,L396_f01
All neurons,all_neurons,all,0,247,contra,bout,0.056226794,4.0,bout-responsive,True,weak-response,roi:p0:f247,L396_f01
All neurons,all_neurons,all,0,251,contra,bout,0.09571913,4.0,bout-responsive,True,weak-response,roi:p0:f251,L396_f01
All neurons,all_neurons,all,0,261,contra,bout,0.045093477,4.0,bout-responsive,True,weak-response,roi:p0:f261,L396_f01
All neurons,all_neurons,all,0,262,contra,bout,0.044902783,4.0,bout-responsive,True,bout-responsive,roi:p0:f262,L396_f01
All neurons,all_neurons,all,0,273,contra,bout,0.06251796,4.0,bout-responsive,True,weak-response,roi:p0:f273,L396_f01
All neurons,all_neurons,all,0,279,contra,bout,0.05539255,4.0,bout-responsive,True,weak-response,roi:p0:f279,L396_f01
All neurons,all_neurons,all,0,284,contra,bout,0.053485863,4.0,bout-responsive,True,bout-responsive,roi:p0:f284,L396_f01
All neurons,all_neurons,all,0,286,contra,bout,0.08028132,4.0,bout-responsive,True,weak-response,roi:p0:f286,L396_f01
All neurons,all_neurons,all,0,290,contra,bout,0.123726405,4.0,bout-responsive,True,weak-response,roi:p0:f290,L396_f01
All neurons,all_neurons,all,0,294,contra,bout,0.043774143,4.0,bout-responsive,True,weak-response,roi:p0:f294,L396_f01
All neurons,all_neurons,all,0,295,contra,bout,0.05674933,4.0,bout-responsive,True,bout-responsive,roi:p0:f295,L396_f01
All neurons,all_neurons,all,0,296,contra,bout,0.08105063,4.0,bout-responsive,True,weak-response,roi:p0:f296,L396_f01
All neurons,all_neurons,all,0,297,contra,bout,0.12031431,4.0,bout-responsive,True,bout-responsive,roi:p0:f297,L396_f01
All neurons,all_neurons,all,0,298,contra,bout,0.11092825,4.0,bout-responsive,True,weak-response,roi:p0:f298,L396_f01
All neurons,all_neurons,all,0,300,contra,bout,0.076876685,4.0,bout-responsive,True,bout-responsive,roi:p0:f300,L396_f01
All neurons,all_neurons,all,0,304,contra,bout,0.0612966,4.0,bout-responsive,True,weak-response,roi:p0:f304,L396_f01
All neurons,all_neurons,all,0,307,contra,bout,0.077925466,4.0,bout-responsive,True,weak-response,roi:p0:f307,L396_f01
All neurons,all_neurons,all,0,312,contra,bout,0.45017332,4.0,bout-responsive,True,bout-responsive,roi:p0:f312,L396_f01
All neurons,all_neurons,all,0,315,contra,bout,0.06556231,4.0,bout-responsive,True,weak-response,roi:p0:f315,L396_f01
All neurons,all_neurons,all,0,316,contra,bout,0.06085862,4.0,bout-responsive,True,bout-responsive,roi:p0:f316,L396_f01
All neurons,all_neurons,all,0,317,contra,bout,0.11409965,4.0,bout-responsive,True,bout-responsive,roi:p0:f317,L396_f01
All neurons,all_neurons,all,0,318,contra,bout,0.047731966,4.0,bout-responsive,True,bout-responsive,roi:p0:f318,L396_f01
All neurons,all_neurons,all,0,319,contra,bout,0.057331126,4.0,bout-responsive,True,bout-responsive,roi:p0:f319,L396_f01
All neurons,all_neurons,all,0,320,contra,bout,0.06674674,4.0,bout-responsive,True,weak-response,roi:p0:f320,L396_f01
All neurons,all_neurons,all,0,323,contra,bout,0.07066599,4.0,bout-responsive,True,weak-response,roi:p0:f323,L396_f01
All neurons,all_neurons,all,0,325,contra,bout,0.100231156,4.0,bout-responsive,True,bout-responsive,roi:p0:f325,L396_f01
All neurons,all_neurons,all,0,331,contra,bout,0.09047151,4.0,bout-responsive,True,bout-responsive,roi:p0:f331,L396_f01
All neurons,all_neurons,all,0,335,contra,bout,0.049760886,4.0,bout-responsive,True,bout-responsive,roi:p0:f335,L396_f01
All neurons,all_neurons,all,0,336,contra,bout,0.06670339,4.0,bout-responsive,True,weak-response,roi:p0:f336,L396_f01
All neurons,all_neurons,all,0,338,contra,bout,0.061430313,4.0,bout-responsive,True,bout-responsive,roi:p0:f338,L396_f01
All neurons,all_neurons,all,0,340,contra,bout,0.042947203,4.0,bout-responsive,True,weak-response,roi:p0:f340,L396_f01
All neurons,all_neurons,all,0,344,contra,bout,0.04423907,4.0,bout-responsive,True,weak-response,roi:p0:f344,L396_f01
All neurons,all_neurons,all,0,349,contra,bout,0.07199509,4.0,bout-responsive,True,bout-responsive,roi:p0:f349,L396_f01
All neurons,all_neurons,all,0,350,contra,bout,0.19188344,4.0,bout-responsive,True,bout-responsive,roi:p0:f350,L396_f01
All neurons,all_neurons,all,0,355,contra,bout,0.059395436,4.0,bout-responsive,True,weak-response,roi:p0:f355,L396_f01
All neurons,all_neurons,all,0,358,contra,bout,0.04978221,4.0,bout-responsive,True,bout-responsive,roi:p0:f358,L396_f01
All neurons,all_neurons,all,0,359,contra,bout,0.088244714,4.0,bout-responsive,True,bout-responsive,roi:p0:f359,L396_f01
All neurons,all_neurons,all,0,363,contra,bout,0.066539094,4.0,bout-responsive,True,bout-responsive,roi:p0:f363,L396_f01
All neurons,all_neurons,all,0,366,contra,bout,0.0396537,4.0,bout-responsive,True,weak-response,roi:p0:f366,L396_f01
All neurons,all_neurons,all,0,368,contra,bout,0.034094736,4.0,bout-responsive,True,weak-response,roi:p0:f368,L396_f01
All neurons,all_neurons,all,0,369,contra,bout,0.031650055,4.0,bout-responsive,True,weak-response,roi:p0:f369,L396_f01
All neurons,all_neurons,all,0,372,contra,bout,0.053019732,4.0,bout-responsive,True,bout-responsive,roi:p0:f372,L396_f01
All neurons,all_neurons,all,0,373,contra,bout,0.054771714,4.0,bout-responsive,True,bout-responsive,roi:p0:f373,L396_f01
All neurons,all_neurons,all,0,377,contra,bout,0.055758297,4.0,bout-responsive,True,weak-response,roi:p0:f377,L396_f01
All neurons,all_neurons,all,0,378,contra,bout,0.03953436,4.0,bout-responsive,True,weak-response,roi:p0:f378,L396_f01
All neurons,all_neurons,all,0,382,contra,bout,0.057964277,4.0,bout-responsive,True,bout-responsive,roi:p0:f382,L396_f01
All neurons,all_neurons,all,0,383,contra,bout,0.05583198,4.0,bout-responsive,True,weak-response,roi:p0:f383,L396_f01
All neurons,all_neurons,all,0,386,contra,bout,0.07423703,4.0,bout-responsive,True,weak-response,roi:p0:f386,L396_f01
All neurons,all_neurons,all,0,387,contra,bout,0.15312071,4.0,bout-responsive,True,weak-response,roi:p0:f387,L396_f01
All neurons,all_neurons,all,0,388,contra,bout,0.05155795,4.0,bout-responsive,True,weak-response,roi:p0:f388,L396_f01
All neurons,all_neurons,all,0,392,contra,bout,0.043636557,4.0,bout-responsive,True,bout-responsive,roi:p0:f392,L396_f01
All neurons,all_neurons,all,0,396,contra,bout,0.06573061,4.0,bout-responsive,True,bout-responsive,roi:p0:f396,L396_f01
All neurons,all_neurons,all,0,400,contra,bout,0.070549354,4.0,bout-responsive,True,weak-response,roi:p0:f400,L396_f01
All neurons,all_neurons,all,0,404,contra,bout,0.057630815,4.0,bout-responsive,True,bout-responsive,roi:p0:f404,L396_f01
All neurons,all_neurons,all,0,408,contra,bout,0.10140164,4.0,bout-responsive,True,bout-responsive,roi:p0:f408,L396_f01
All neurons,all_neurons,all,0,416,contra,bout,0.052574854,4.0,bout-responsive,True,weak-response,roi:p0:f416,L396_f01
All neurons,all_neurons,all,0,424,contra,bout,0.051877685,4.0,bout-responsive,True,weak-response,roi:p0:f424,L396_f01
All neurons,all_neurons,all,0,433,contra,bout,0.056374222,4.0,bout-responsive,True,weak-response,roi:p0:f433,L396_f01
All neurons,all_neurons,all,0,434,contra,bout,0.04844215,4.0,bout-responsive,True,weak-response,roi:p0:f434,L396_f01
All neurons,all_neurons,all,0,442,contra,bout,0.0518095,4.0,bout-responsive,True,bout-responsive,roi:p0:f442,L396_f01
All neurons,all_neurons,all,0,449,contra,bout,0.3324333,4.0,bout-responsive,True,weak-response,roi:p0:f449,L396_f01
All neurons,all_neurons,all,0,457,contra,bout,0.051067755,4.0,bout-responsive,True,weak-response,roi:p0:f457,L396_f01
All neurons,all_neurons,all,0,459,contra,bout,0.0486854,4.0,bout-responsive,True,bout-responsive,roi:p0:f459,L396_f01
All neurons,all_neurons,all,0,461,contra,bout,0.14351396,4.0,bout-responsive,True,weak-response,roi:p0:f461,L396_f01
All neurons,all_neurons,all,0,464,contra,bout,0.17598931,4.0,bout-responsive,True,bout-responsive,roi:p0:f464,L396_f01
All neurons,all_neurons,all,0,469,contra,bout,0.03773489,4.0,bout-responsive,True,bout-responsive,roi:p0:f469,L396_f01
All neurons,all_neurons,all,0,471,contra,bout,0.06941006,4.0,bout-responsive,True,weak-response,roi:p0:f471,L396_f01
All neurons,all_neurons,all,0,472,contra,bout,0.06965334,4.0,bout-responsive,True,bout-responsive,roi:p0:f472,L396_f01
All neurons,all_neurons,all,0,479,contra,bout,0.20789517,4.0,bout-responsive,True,bout-responsive,roi:p0:f479,L396_f01
All neurons,all_neurons,all,0,481,contra,bout,0.27454203,4.0,bout-responsive,True,bout-responsive,roi:p0:f481,L396_f01
All neurons,all_neurons,all,0,492,contra,bout,0.11850239,4.0,bout-responsive,True,bout-responsive,roi:p0:f492,L396_f01
All neurons,all_neurons,all,0,494,contra,bout,0.24524361,4.0,bout-responsive,True,bout-responsive,roi:p0:f494,L396_f01
All neurons,all_neurons,all,0,497,contra,bout,0.18491648,4.0,bout-responsive,True,weak-response,roi:p0:f497,L396_f01
All neurons,all_neurons,all,0,498,contra,bout,0.12367259,4.0,bout-responsive,True,bout-responsive,roi:p0:f498,L396_f01
All neurons,all_neurons,all,0,504,contra,bout,0.12323177,4.0,bout-responsive,True,weak-response,roi:p0:f504,L396_f01
All neurons,all_neurons,all,0,509,contra,bout,0.17581041,4.0,bout-responsive,True,weak-response,roi:p0:f509,L396_f01
All neurons,all_neurons,all,0,510,contra,bout,0.36153755,4.0,bout-responsive,True,bout-responsive,roi:p0:f510,L396_f01
All neurons,all_neurons,all,0,512,contra,bout,0.10083084,4.0,bout-responsive,True,weak-response,roi:p0:f512,L396_f01
All neurons,all_neurons,all,0,513,contra,bout,0.055198956,4.0,bout-responsive,True,weak-response,roi:p0:f513,L396_f01
All neurons,all_neurons,all,0,516,contra,bout,0.05887982,4.0,bout-responsive,True,weak-response,roi:p0:f516,L396_f01
All neurons,all_neurons,all,0,527,contra,bout,0.4516974,4.0,bout-responsive,True,bout-responsive,roi:p0:f527,L396_f01
All neurons,all_neurons,all,0,564,contra,bout,0.049770743,4.0,bout-responsive,True,weak-response,roi:p0:f564,L396_f01
All neurons,all_neurons,all,0,567,contra,bout,0.07732596,4.0,bout-responsive,True,weak-response,roi:p0:f567,L396_f01
All neurons,all_neurons,all,0,568,contra,bout,0.049853895,4.0,bout-responsive,True,weak-response,roi:p0:f568,L396_f01
All neurons,all_neurons,all,0,573,contra,bout,0.1806896,4.0,bout-responsive,True,weak-response,roi:p0:f573,L396_f01
All neurons,all_neurons,all,0,574,contra,bout,0.04662906,4.0,bout-responsive,True,weak-response,roi:p0:f574,L396_f01
All neurons,all_neurons,all,0,585,contra,bout,0.06329972,4.0,bout-responsive,True,weak-response,roi:p0:f585,L396_f01
All neurons,all_neurons,all,0,600,contra,bout,0.06730187,4.0,bout-responsive,True,weak-response,roi:p0:f600,L396_f01
All neurons,all_neurons,all,0,603,contra,bout,0.07660459,4.0,bout-responsive,True,weak-response,roi:p0:f603,L396_f01
All neurons,all_neurons,all,0,831,contra,bout,0.052967932,4.0,bout-responsive,True,bout-responsive,roi:p0:f831,L396_f01
