group,population,group_type,plane_idx,func_label,laterality,stim_mode,auc_dff,n_trials,response_class,response_is_active,bpi_category,point_label_id,fish_id
All neurons,all_neurons,all,0,368,contra,bout,0.24693653,4.0,both-responsive,True,both-responsive,roi:p0:f368,L395_f11
All neurons,all_neurons,all,0,425,contra,bout,0.4234905,4.0,both-responsive,True,both-responsive,roi:p0:f425,L395_f11
All neurons,all_neurons,all,0,473,contra,bout,0.25962555,4.0,both-responsive,True,both-responsive,roi:p0:f473,L395_f11
All neurons,all_neurons,all,0,486,contra,bout,0.45220125,4.0,both-responsive,True,both-responsive,roi:p0:f486,L395_f11
All neurons,all_neurons,all,0,489,contra,bout,0.51996815,4.0,both-responsive,True,bout-responsive,roi:p0:f489,L395_f11
All neurons,all_neurons,all,0,495,contra,bout,0.25818855,4.0,both-responsive,True,both-responsive,roi:p0:f495,L395_f11
All neurons,all_neurons,all,0,496,contra,bout,0.15829447,4.0,both-responsive,True,both-responsive,roi:p0:f496,L395_f11
All neurons,all_neurons,all,0,519,contra,bout,0.3220563,4.0,both-responsive,True,both-responsive,roi:p0:f519,L395_f11
All neurons,all_neurons,all,0,523,contra,bout,0.7041701,4.0,both-responsive,True,both-responsive,roi:p0:f523,L395_f11
All neurons,all_neurons,all,0,524,contra,bout,0.43407336,4.0,both-responsive,True,both-responsive,roi:p0:f524,L395_f11
All neurons,all_neurons,all,0,534,contra,bout,0.2954846,4.0,both-responsive,True,both-responsive,roi:p0:f534,L395_f11
All neurons,all_neurons,all,0,542,contra,bout,0.4596822,4.0,both-responsive,True,both-responsive,roi:p0:f542,L395_f11
All neurons,all_neurons,all,0,665,contra,bout,0.3263234,4.0,both-responsive,True,both-responsive,roi:p0:f665,L395_f11
All neurons,all_neurons,all,0,704,contra,bout,0.10331956,4.0,both-responsive,True,both-responsive,roi:p0:f704,L395_f11
All neurons,all_neurons,all,0,710,contra,bout,0.12379196,4.0,both-responsive,True,both-responsive,roi:p0:f710,L395_f11
All neurons,all_neurons,all,0,743,contra,bout,0.12905538,4.0,both-responsive,True,both-responsive,roi:p0:f743,L395_f11
All neurons,all_neurons,all,0,744,contra,bout,0.12956865,4.0,both-responsive,True,both-responsive,roi:p0:f744,L395_f11
All neurons,all_neurons,all,0,790,contra,bout,0.11243632,4.0,both-responsive,True,both-responsive,roi:p0:f790,L395_f11
All neurons,all_neurons,all,0,805,contra,bout,0.3322707,4.0,both-responsive,True,both-responsive,roi:p0:f805,L395_f11
All neurons,all_neurons,all,0,817,contra,bout,0.16827908,4.0,both-responsive,True,both-responsive,roi:p0:f817,L395_f11
All neurons,all_neurons,all,0,819,contra,bout,0.14892615,4.0,both-responsive,True,both-responsive,roi:p0:f819,L395_f11
All neurons,all_neurons,all,0,842,contra,bout,0.101849906,4.0,both-responsive,True,both-responsive,roi:p0:f842,L395_f11
All neurons,all_neurons,all,0,849,contra,bout,0.28732088,4.0,both-responsive,True,both-responsive,roi:p0:f849,L395_f11
All neurons,all_neurons,all,0,856,contra,bout,0.16551311,4.0,both-responsive,True,both-responsive,roi:p0:f856,L395_f11
All neurons,all_neurons,all,0,863,contra,bout,0.09580584,4.0,both-responsive,True,both-responsive,roi:p0:f863,L395_f11
All neurons,all_neurons,all,0,886,contra,bout,0.22489329,4.0,both-responsive,True,both-responsive,roi:p0:f886,L395_f11
All neurons,all_neurons,all,0,889,contra,bout,0.56610864,4.0,both-responsive,True,both-responsive,roi:p0:f889,L395_f11
All neurons,all_neurons,all,1,202,contra,bout,0.30091864,4.0,both-responsive,True,both-responsive,roi:p1:f202,L395_f11
All neurons,all_neurons,all,1,397,contra,bout,0.8171623,4.0,both-responsive,True,both-responsive,roi:p1:f397,L395_f11
All neurons,all_neurons,all,1,399,contra,bout,0.39409286,4.0,both-responsive,True,both-responsive,roi:p1:f399,L395_f11
All neurons,all_neurons,all,1,485,contra,bout,0.20361117,4.0,both-responsive,True,both-responsive,roi:p1:f485,L395_f11
All neurons,all_neurons,all,1,759,contra,bout,0.15744784,4.0,both-responsive,True,both-responsive,roi:p1:f759,L395_f11
All neurons,all_neurons,all,1,791,contra,bout,0.5950338,4.0,both-responsive,True,both-responsive,roi:p1:f791,L395_f11
All neurons,all_neurons,all,1,821,contra,bout,0.18988678,4.0,both-responsive,True,both-responsive,roi:p1:f821,L395_f11
All neurons,all_neurons,all,1,836,contra,bout,0.10111081,4.0,both-responsive,True,both-responsive,roi:p1:f836,L395_f11
All neurons,all_neurons,all,1,839,contra,bout,0.1409243,4.0,both-responsive,True,both-responsive,roi:p1:f839,L395_f11
All neurons,all_neurons,all,2,342,contra,bout,0.18444176,4.0,both-responsive,True,both-responsive,roi:p2:f342,L395_f11
All neurons,all_neurons,all,2,416,contra,bout,0.12825498,4.0,both-responsive,True,both-responsive,roi:p2:f416,L395_f11
All neurons,all_neurons,all,2,605,contra,bout,0.19427063,4.0,both-responsive,True,both-responsive,roi:p2:f605,L395_f11
All neurons,all_neurons,all,3,5,contra,bout,0.26954192,4.0,both-responsive,True,both-responsive,roi:p3:f5,L395_f11
All neurons,all_neurons,all,3,10,contra,bout,0.10710795,4.0,both-responsive,True,both-responsive,roi:p3:f10,L395_f11
All neurons,all_neurons,all,3,133,contra,bout,0.10927948,4.0,both-responsive,True,both-responsive,roi:p3:f133,L395_f11
All neurons,all_neurons,all,3,151,contra,bout,0.15218171,4.0,both-responsive,True,both-responsive,roi:p3:f151,L395_f11
All neurons,all_neurons,all,3,155,contra,bout,0.3178109,4.0,both-responsive,True,both-responsive,roi:p3:f155,L395_f11
All neurons,all_neurons,all,3,180,contra,bout,0.37954202,4.0,both-responsive,True,both-responsive,roi:p3:f180,L395_f11
All neurons,all_neurons,all,3,233,contra,bout,0.12763411,4.0,both-responsive,True,both-responsive,roi:p3:f233,L395_f11
All neurons,all_neurons,all,3,285,contra,bout,0.34562725,4.0,both-responsive,True,both-responsive,roi:p3:f285,L395_f11
All neurons,all_neurons,all,3,359,contra,bout,0.12739104,4.0,both-responsive,True,both-responsive,roi:p3:f359,L395_f11
All neurons,all_neurons,all,3,369,contra,bout,0.2615806,4.0,both-responsive,True,both-responsive,roi:p3:f369,L395_f11
All neurons,all_neurons,all,3,373,contra,bout,0.11568718,4.0,both-responsive,True,both-responsive,roi:p3:f373,L395_f11
All neurons,all_neurons,all,3,377,contra,bout,0.107506044,4.0,both-responsive,True,both-responsive,roi:p3:f377,L395_f11
All neurons,all_neurons,all,3,392,contra,bout,0.1305712,4.0,both-responsive,True,both-responsive,roi:p3:f392,L395_f11
All neurons,all_neurons,all,3,393,contra,bout,0.09851141,4.0,both-responsive,True,both-responsive,roi:p3:f393,L395_f11
All neurons,all_neurons,all,3,400,contra,bout,0.1749421,4.0,both-responsive,True,both-responsive,roi:p3:f400,L395_f11
All neurons,all_neurons,all,3,406,contra,bout,0.28542945,4.0,both-responsive,True,both-responsive,roi:p3:f406,L395_f11
All neurons,all_neurons,all,3,416,contra,bout,0.15758897,4.0,both-responsive,True,both-responsive,roi:p3:f416,L395_f11
All neurons,all_neurons,all,3,428,contra,bout,0.4527909,4.0,both-responsive,True,bout-responsive,roi:p3:f428,L395_f11
All neurons,all_neurons,all,3,434,contra,bout,0.21880019,4.0,both-responsive,True,both-responsive,roi:p3:f434,L395_f11
All neurons,all_neurons,all,3,443,contra,bout,0.19779606,4.0,both-responsive,True,both-responsive,roi:p3:f443,L395_f11
All neurons,all_neurons,all,3,452,contra,bout,0.09632088,4.0,both-responsive,True,both-responsive,roi:p3:f452,L395_f11
All neurons,all_neurons,all,3,461,contra,bout,0.30065072,4.0,both-responsive,True,both-responsive,roi:p3:f461,L395_f11
All neurons,all_neurons,all,3,466,contra,bout,0.08900469,4.0,both-responsive,True,both-responsive,roi:p3:f466,L395_f11
All neurons,all_neurons,all,3,479,contra,bout,0.36600438,4.0,both-responsive,True,both-responsive,roi:p3:f479,L395_f11
All neurons,all_neurons,all,3,480,contra,bout,0.20249304,4.0,both-responsive,True,both-responsive,roi:p3:f480,L395_f11
All neurons,all_neurons,all,3,481,contra,bout,0.22131068,4.0,both-responsive,True,both-responsive,roi:p3:f481,L395_f11
All neurons,all_neurons,all,3,504,contra,bout,0.101482645,4.0,both-responsive,True,both-responsive,roi:p3:f504,L395_f11
All neurons,all_neurons,all,3,514,contra,bout,0.3295689,4.0,both-responsive,True,both-responsive,roi:p3:f514,L395_f11
All neurons,all_neurons,all,3,628,contra,bout,0.3021988,4.0,both-responsive,True,both-responsive,roi:p3:f628,L395_f11
All neurons,all_neurons,all,3,647,contra,bout,0.47856665,4.0,both-responsive,True,both-responsive,roi:p3:f647,L395_f11
All neurons,all_neurons,all,3,667,contra,bout,0.64279395,4.0,both-responsive,True,both-responsive,roi:p3:f667,L395_f11
All neurons,all_neurons,all,3,671,contra,bout,0.15397905,4.0,both-responsive,True,both-responsive,roi:p3:f671,L395_f11
All neurons,all_neurons,all,3,675,contra,bout,0.66974485,4.0,both-responsive,True,both-responsive,roi:p3:f675,L395_f11
All neurons,all_neurons,all,3,718,contra,bout,0.49992704,4.0,both-responsive,True,both-responsive,roi:p3:f718,L395_f11
All neurons,all_neurons,all,3,720,contra,bout,0.16567631,4.0,both-responsive,True,both-responsive,roi:p3:f720,L395_f11
All neurons,all_neurons,all,3,741,contra,bout,0.08806346,4.0,both-responsive,True,both-responsive,roi:p3:f741,L395_f11
All neurons,all_neurons,all,3,752,contra,bout,0.15234828,4.0,both-responsive,True,both-responsive,roi:p3:f752,L395_f11
All neurons,all_neurons,all,3,789,contra,bout,0.4114148,4.0,both-responsive,True,both-responsive,roi:p3:f789,L395_f11
All neurons,all_neurons,all,3,828,contra,bout,0.3883652,4.0,both-responsive,True,both-responsive,roi:p3:f828,L395_f11
All neurons,all_neurons,all,3,852,contra,bout,0.26331353,4.0,both-responsive,True,both-responsive,roi:p3:f852,L395_f11
All neurons,all_neurons,all,3,854,contra,bout,0.20606032,4.0,both-responsive,True,both-responsive,roi:p3:f854,L395_f11
All neurons,all_neurons,all,3,863,contra,bout,0.49679682,4.0,both-responsive,True,both-responsive,roi:p3:f863,L395_f11
All neurons,all_neurons,all,3,865,contra,bout,0.113614924,4.0,both-responsive,True,both-responsive,roi:p3:f865,L395_f11
All neurons,all_neurons,all,3,879,contra,bout,0.10541181,4.0,both-responsive,True,both-responsive,roi:p3:f879,L395_f11
All neurons,all_neurons,all,4,13,contra,bout,0.13193567,4.0,both-responsive,True,both-responsive,roi:p4:f13,L395_f11
All neurons,all_neurons,all,4,55,contra,bout,0.32603627,4.0,both-responsive,True,both-responsive,roi:p4:f55,L395_f11
All neurons,all_neurons,all,4,104,contra,bout,0.327168,4.0,both-responsive,True,both-responsive,roi:p4:f104,L395_f11
All neurons,all_neurons,all,4,198,contra,bout,0.30349016,4.0,both-responsive,True,both-responsive,roi:p4:f198,L395_f11
All neurons,all_neurons,all,4,204,contra,bout,0.29048488,4.0,both-responsive,True,both-responsive,roi:p4:f204,L395_f11
All neurons,all_neurons,all,4,216,contra,bout,0.11265434,4.0,both-responsive,True,both-responsive,roi:p4:f216,L395_f11
All neurons,all_neurons,all,4,228,contra,bout,0.1961801,4.0,both-responsive,True,both-responsive,roi:p4:f228,L395_f11
All neurons,all_neurons,all,4,237,contra,bout,0.11520236,4.0,both-responsive,True,both-responsive,roi:p4:f237,L395_f11
All neurons,all_neurons,all,4,264,contra,bout,0.13223845,4.0,both-responsive,True,both-responsive,roi:p4:f264,L395_f11
All neurons,all_neurons,all,4,389,contra,bout,0.14531206,4.0,both-responsive,True,both-responsive,roi:p4:f389,L395_f11
All neurons,all_neurons,all,4,399,contra,bout,0.3801833,4.0,both-responsive,True,both-responsive,roi:p4:f399,L395_f11
All neurons,all_neurons,all,4,407,contra,bout,0.115623675,4.0,both-responsive,True,both-responsive,roi:p4:f407,L395_f11
All neurons,all_neurons,all,4,414,contra,bout,0.101333104,4.0,both-responsive,True,both-responsive,roi:p4:f414,L395_f11
All neurons,all_neurons,all,4,419,contra,bout,0.40757948,4.0,both-responsive,True,both-responsive,roi:p4:f419,L395_f11
All neurons,all_neurons,all,4,422,contra,bout,0.08277418,4.0,both-responsive,True,both-responsive,roi:p4:f422,L395_f11
All neurons,all_neurons,all,4,425,contra,bout,0.37867212,4.0,both-responsive,True,both-responsive,roi:p4:f425,L395_f11
All neurons,all_neurons,all,4,441,contra,bout,0.39318743,4.0,both-responsive,True,both-responsive,roi:p4:f441,L395_f11
All neurons,all_neurons,all,4,447,contra,bout,0.2206304,4.0,both-responsive,True,both-responsive,roi:p4:f447,L395_f11
All neurons,all_neurons,all,4,459,contra,bout,0.18382722,4.0,both-responsive,True,both-responsive,roi:p4:f459,L395_f11
All neurons,all_neurons,all,4,507,contra,bout,0.38367987,4.0,both-responsive,True,both-responsive,roi:p4:f507,L395_f11
All neurons,all_neurons,all,4,531,contra,bout,0.19427678,4.0,both-responsive,True,both-responsive,roi:p4:f531,L395_f11
All neurons,all_neurons,all,4,533,contra,bout,0.2198356,4.0,both-responsive,True,both-responsive,roi:p4:f533,L395_f11
All neurons,all_neurons,all,4,538,contra,bout,0.38168815,4.0,both-responsive,True,both-responsive,roi:p4:f538,L395_f11
All neurons,all_neurons,all,4,539,contra,bout,0.1894853,4.0,both-responsive,True,both-responsive,roi:p4:f539,L395_f11
All neurons,all_neurons,all,4,546,contra,bout,0.15389752,4.0,both-responsive,True,both-responsive,roi:p4:f546,L395_f11
All neurons,all_neurons,all,4,548,contra,bout,0.2902984,4.0,both-responsive,True,both-responsive,roi:p4:f548,L395_f11
All neurons,all_neurons,all,4,557,contra,bout,0.33530656,4.0,both-responsive,True,both-responsive,roi:p4:f557,L395_f11
All neurons,all_neurons,all,4,561,contra,bout,0.20542377,4.0,both-responsive,True,both-responsive,roi:p4:f561,L395_f11
All neurons,all_neurons,all,4,565,contra,bout,0.24322487,4.0,both-responsive,True,both-responsive,roi:p4:f565,L395_f11
All neurons,all_neurons,all,4,577,contra,bout,0.15707621,4.0,both-responsive,True,both-responsive,roi:p4:f577,L395_f11
All neurons,all_neurons,all,4,643,contra,bout,0.237321,4.0,both-responsive,True,both-responsive,roi:p4:f643,L395_f11
All neurons,all_neurons,all,4,657,contra,bout,0.17961787,4.0,both-responsive,True,both-responsive,roi:p4:f657,L395_f11
All neurons,all_neurons,all,4,663,contra,bout,0.17867807,4.0,both-responsive,True,both-responsive,roi:p4:f663,L395_f11
All neurons,all_neurons,all,4,664,contra,bout,0.11720362,4.0,both-responsive,True,both-responsive,roi:p4:f664,L395_f11
All neurons,all_neurons,all,4,666,contra,bout,0.15334888,4.0,both-responsive,True,both-responsive,roi:p4:f666,L395_f11
All neurons,all_neurons,all,4,667,contra,bout,0.19682188,4.0,both-responsive,True,both-responsive,roi:p4:f667,L395_f11
All neurons,all_neurons,all,4,677,contra,bout,0.3944856,4.0,both-responsive,True,both-responsive,roi:p4:f677,L395_f11
All neurons,all_neurons,all,4,682,contra,bout,0.1368196,4.0,both-responsive,True,both-responsive,roi:p4:f682,L395_f11
All neurons,all_neurons,all,4,698,contra,bout,0.1493524,4.0,both-responsive,True,both-responsive,roi:p4:f698,L395_f11
All neurons,all_neurons,all,4,699,contra,bout,0.12446398,4.0,both-responsive,True,both-responsive,roi:p4:f699,L395_f11
All neurons,all_neurons,all,4,715,contra,bout,0.17928892,4.0,both-responsive,True,both-responsive,roi:p4:f715,L395_f11
All neurons,all_neurons,all,4,742,contra,bout,0.14135322,4.0,both-responsive,True,both-responsive,roi:p4:f742,L395_f11
All neurons,all_neurons,all,4,748,contra,bout,0.10320166,4.0,both-responsive,True,both-responsive,roi:p4:f748,L395_f11
All neurons,all_neurons,all,0,24,contra,bout,0.47677937,4.0,bout-responsive,True,weak-response,roi:p0:f24,L395_f11
All neurons,all_neurons,all,0,78,contra,bout,0.19476296,4.0,bout-responsive,True,weak-response,roi:p0:f78,L395_f11
All neurons,all_neurons,all,0,84,contra,bout,0.7119905,4.0,bout-responsive,True,weak-response,roi:p0:f84,L395_f11
All neurons,all_neurons,all,0,89,contra,bout,0.3040409,4.0,bout-responsive,True,weak-response,roi:p0:f89,L395_f11
All neurons,all_neurons,all,0,101,contra,bout,0.16427124,4.0,bout-responsive,True,weak-response,roi:p0:f101,L395_f11
All neurons,all_neurons,all,0,206,contra,bout,0.088092074,4.0,bout-responsive,True,weak-response,roi:p0:f206,L395_f11
All neurons,all_neurons,all,0,235,contra,bout,0.17119579,4.0,bout-responsive,True,weak-response,roi:p0:f235,L395_f11
All neurons,all_neurons,all,0,238,contra,bout,0.4211463,4.0,bout-responsive,True,bout-responsive,roi:p0:f238,L395_f11
All neurons,all_neurons,all,0,255,contra,bout,0.19625223,4.0,bout-responsive,True,weak-response,roi:p0:f255,L395_f11
All neurons,all_neurons,all,0,267,contra,bout,0.22381331,4.0,bout-responsive,True,weak-response,roi:p0:f267,L395_f11
All neurons,all_neurons,all,0,285,contra,bout,0.12118708,4.0,bout-responsive,True,weak-response,roi:p0:f285,L395_f11
All neurons,all_neurons,all,0,315,contra,bout,0.28763935,4.0,bout-responsive,True,bout-responsive,roi:p0:f315,L395_f11
All neurons,all_neurons,all,0,319,contra,bout,0.3496166,4.0,bout-responsive,True,weak-response,roi:p0:f319,L395_f11
All neurons,all_neurons,all,0,343,contra,bout,0.16568702,4.0,bout-responsive,True,weak-response,roi:p0:f343,L395_f11
All neurons,all_neurons,all,0,374,contra,bout,0.29432333,4.0,bout-responsive,True,weak-response,roi:p0:f374,L395_f11
All neurons,all_neurons,all,0,376,contra,bout,0.8548443,4.0,bout-responsive,True,bout-responsive,roi:p0:f376,L395_f11
All neurons,all_neurons,all,0,383,contra,bout,0.2783029,4.0,bout-responsive,True,weak-response,roi:p0:f383,L395_f11
All neurons,all_neurons,all,0,402,contra,bout,0.69859993,4.0,bout-responsive,True,bout-responsive,roi:p0:f402,L395_f11
All neurons,all_neurons,all,0,403,contra,bout,0.4429931,4.0,bout-responsive,True,weak-response,roi:p0:f403,L395_f11
All neurons,all_neurons,all,0,419,contra,bout,0.678336,4.0,bout-responsive,True,weak-response,roi:p0:f419,L395_f11
All neurons,all_neurons,all,0,436,contra,bout,0.51220834,4.0,bout-responsive,True,weak-response,roi:p0:f436,L395_f11
All neurons,all_neurons,all,0,437,contra,bout,0.4147405,4.0,bout-responsive,True,weak-response,roi:p0:f437,L395_f11
All neurons,all_neurons,all,0,450,contra,bout,1.0021929,4.0,bout-responsive,True,bout-responsive,roi:p0:f450,L395_f11
All neurons,all_neurons,all,0,460,contra,bout,0.4091834,4.0,bout-responsive,True,bout-responsive,roi:p0:f460,L395_f11
All neurons,all_neurons,all,0,464,contra,bout,0.33222672,4.0,bout-responsive,True,weak-response,roi:p0:f464,L395_f11
All neurons,all_neurons,all,0,465,contra,bout,0.16377702,4.0,bout-responsive,True,weak-response,roi:p0:f465,L395_f11
All neurons,all_neurons,all,0,472,contra,bout,0.33178347,4.0,bout-responsive,True,weak-response,roi:p0:f472,L395_f11
All neurons,all_neurons,all,0,494,contra,bout,0.45042354,4.0,bout-responsive,True,bout-responsive,roi:p0:f494,L395_f11
All neurons,all_neurons,all,0,498,contra,bout,0.42773104,4.0,bout-responsive,True,bout-responsive,roi:p0:f498,L395_f11
All neurons,all_neurons,all,0,500,contra,bout,0.18636899,4.0,bout-responsive,True,weak-response,roi:p0:f500,L395_f11
All neurons,all_neurons,all,0,504,contra,bout,0.6575414,4.0,bout-responsive,True,bout-responsive,roi:p0:f504,L395_f11
All neurons,all_neurons,all,0,510,contra,bout,0.24144796,4.0,bout-responsive,True,bout-responsive,roi:p0:f510,L395_f11
All neurons,all_neurons,all,0,520,contra,bout,0.07004479,4.0,bout-responsive,True,weak-response,roi:p0:f520,L395_f11
All neurons,all_neurons,all,0,522,contra,bout,0.1273039,4.0,bout-responsive,True,weak-response,roi:p0:f522,L395_f11
All neurons,all_neurons,all,0,526,contra,bout,0.4003538,4.0,bout-responsive,True,bout-responsive,roi:p0:f526,L395_f11
All neurons,all_neurons,all,0,527,contra,bout,0.4504955,4.0,bout-responsive,True,weak-response,roi:p0:f527,L395_f11
All neurons,all_neurons,all,0,529,contra,bout,0.059157036,4.0,bout-responsive,True,weak-response,roi:p0:f529,L395_f11
All neurons,all_neurons,all,0,540,contra,bout,0.14088516,4.0,bout-responsive,True,weak-response,roi:p0:f540,L395_f11
All neurons,all_neurons,all,0,541,contra,bout,0.9255816,4.0,bout-responsive,True,bout-responsive,roi:p0:f541,L395_f11
All neurons,all_neurons,all,0,547,contra,bout,1.0455095,4.0,bout-responsive,True,bout-responsive,roi:p0:f547,L395_f11
All neurons,all_neurons,all,0,549,contra,bout,0.34019744,4.0,bout-responsive,True,bout-responsive,roi:p0:f549,L395_f11
All neurons,all_neurons,all,0,554,contra,bout,0.58849096,4.0,bout-responsive,True,bout-responsive,roi:p0:f554,L395_f11
All neurons,all_neurons,all,0,567,contra,bout,0.19047698,4.0,bout-responsive,True,weak-response,roi:p0:f567,L395_f11
All neurons,all_neurons,all,0,570,contra,bout,0.1352681,4.0,bout-responsive,True,weak-response,roi:p0:f570,L395_f11
All neurons,all_neurons,all,0,575,contra,bout,1.1505201,4.0,bout-responsive,True,bout-responsive,roi:p0:f575,L395_f11
All neurons,all_neurons,all,0,588,contra,bout,0.16433296,4.0,bout-responsive,True,weak-response,roi:p0:f588,L395_f11
All neurons,all_neurons,all,0,594,contra,bout,0.16893055,4.0,bout-responsive,True,weak-response,roi:p0:f594,L395_f11
All neurons,all_neurons,all,0,598,contra,bout,0.1757709,4.0,bout-responsive,True,weak-response,roi:p0:f598,L395_f11
All neurons,all_neurons,all,0,599,contra,bout,0.1710477,4.0,bout-responsive,True,weak-response,roi:p0:f599,L395_f11
All neurons,all_neurons,all,0,614,contra,bout,0.3119024,4.0,bout-responsive,True,bout-responsive,roi:p0:f614,L395_f11
All neurons,all_neurons,all,0,623,contra,bout,0.7752609,4.0,bout-responsive,True,bout-responsive,roi:p0:f623,L395_f11
All neurons,all_neurons,all,0,627,contra,bout,0.56408703,4.0,bout-responsive,True,bout-responsive,roi:p0:f627,L395_f11
All neurons,all_neurons,all,0,628,contra,bout,0.34463608,4.0,bout-responsive,True,bout-responsive,roi:p0:f628,L395_f11
All neurons,all_neurons,all,0,641,contra,bout,0.39849216,4.0,bout-responsive,True,bout-responsive,roi:p0:f641,L395_f11
All neurons,all_neurons,all,0,652,contra,bout,0.35877508,4.0,bout-responsive,True,weak-response,roi:p0:f652,L395_f11
All neurons,all_neurons,all,0,654,contra,bout,0.12471937,4.0,bout-responsive,True,weak-response,roi:p0:f654,L395_f11
All neurons,all_neurons,all,0,675,contra,bout,0.18998565,4.0,bout-responsive,True,weak-response,roi:p0:f675,L395_f11
All neurons,all_neurons,all,0,684,contra,bout,1.0532659,4.0,bout-responsive,True,bout-responsive,roi:p0:f684,L395_f11
All neurons,all_neurons,all,0,701,contra,bout,0.38163662,4.0,bout-responsive,True,bout-responsive,roi:p0:f701,L395_f11
All neurons,all_neurons,all,0,736,contra,bout,0.1256182,4.0,bout-responsive,True,weak-response,roi:p0:f736,L395_f11
All neurons,all_neurons,all,0,824,contra,bout,0.13824074,4.0,bout-responsive,True,weak-response,roi:p0:f824,L395_f11
All neurons,all_neurons,all,0,833,contra,bout,0.23133704,4.0,bout-responsive,True,weak-response,roi:p0:f833,L395_f11
All neurons,all_neurons,all,0,855,contra,bout,0.31973553,4.0,bout-responsive,True,bout-responsive,roi:p0:f855,L395_f11
All neurons,all_neurons,all,1,87,contra,bout,0.33864212,4.0,bout-responsive,True,weak-response,roi:p1:f87,L395_f11
All neurons,all_neurons,all,1,249,contra,bout,0.18989223,4.0,bout-responsive,True,weak-response,roi:p1:f249,L395_f11
All neurons,all_neurons,all,1,344,contra,bout,0.35134244,4.0,bout-responsive,True,weak-response,roi:p1:f344,L395_f11
All neurons,all_neurons,all,1,370,contra,bout,0.17174521,4.0,bout-responsive,True,weak-response,roi:p1:f370,L395_f11
All neurons,all_neurons,all,1,371,contra,bout,0.13100432,4.0,bout-responsive,True,weak-response,roi:p1:f371,L395_f11
All neurons,all_neurons,all,1,402,contra,bout,0.33013237,4.0,bout-responsive,True,weak-response,roi:p1:f402,L395_f11
All neurons,all_neurons,all,1,407,contra,bout,0.652839,4.0,bout-responsive,True,bout-responsive,roi:p1:f407,L395_f11
All neurons,all_neurons,all,1,410,contra,bout,0.23980482,4.0,bout-responsive,True,weak-response,roi:p1:f410,L395_f11
All neurons,all_neurons,all,1,413,contra,bout,0.4469418,4.0,bout-responsive,True,weak-response,roi:p1:f413,L395_f11
All neurons,all_neurons,all,1,418,contra,bout,0.3285942,4.0,bout-responsive,True,weak-response,roi:p1:f418,L395_f11
All neurons,all_neurons,all,1,430,contra,bout,0.55715173,4.0,bout-responsive,True,bout-responsive,roi:p1:f430,L395_f11
All neurons,all_neurons,all,1,442,contra,bout,1.6582111,4.0,bout-responsive,True,bout-responsive,roi:p1:f442,L395_f11
All neurons,all_neurons,all,1,444,contra,bout,0.720857,4.0,bout-responsive,True,weak-response,roi:p1:f444,L395_f11
All neurons,all_neurons,all,1,458,contra,bout,1.433987,4.0,bout-responsive,True,bout-responsive,roi:p1:f458,L395_f11
All neurons,all_neurons,all,1,503,contra,bout,0.23146924,4.0,bout-responsive,True,weak-response,roi:p1:f503,L395_f11
All neurons,all_neurons,all,1,524,contra,bout,0.20624486,4.0,bout-responsive,True,weak-response,roi:p1:f524,L395_f11
All neurons,all_neurons,all,1,544,contra,bout,0.2869621,4.0,bout-responsive,True,weak-response,roi:p1:f544,L395_f11
All neurons,all_neurons,all,1,549,contra,bout,1.9092767,4.0,bout-responsive,True,bout-responsive,roi:p1:f549,L395_f11
All neurons,all_neurons,all,1,552,contra,bout,0.11640206,4.0,bout-responsive,True,weak-response,roi:p1:f552,L395_f11
All neurons,all_neurons,all,1,565,contra,bout,0.99331546,4.0,bout-responsive,True,bout-responsive,roi:p1:f565,L395_f11
All neurons,all_neurons,all,1,567,contra,bout,0.22379464,4.0,bout-responsive,True,weak-response,roi:p1:f567,L395_f11
All neurons,all_neurons,all,1,568,contra,bout,0.27890983,4.0,bout-responsive,True,bout-responsive,roi:p1:f568,L395_f11
All neurons,all_neurons,all,1,571,contra,bout,0.53986996,4.0,bout-responsive,True,bout-responsive,roi:p1:f571,L395_f11
All neurons,all_neurons,all,1,573,contra,bout,0.21438906,4.0,bout-responsive,True,weak-response,roi:p1:f573,L395_f11
All neurons,all_neurons,all,1,579,contra,bout,1.3640053,4.0,bout-responsive,True,bout-responsive,roi:p1:f579,L395_f11
All neurons,all_neurons,all,1,580,contra,bout,0.18447816,4.0,bout-responsive,True,weak-response,roi:p1:f580,L395_f11
All neurons,all_neurons,all,1,584,contra,bout,0.9916153,4.0,bout-responsive,True,bout-responsive,roi:p1:f584,L395_f11
All neurons,all_neurons,all,1,588,contra,bout,0.5516533,4.0,bout-responsive,True,bout-responsive,roi:p1:f588,L395_f11
All neurons,all_neurons,all,1,589,contra,bout,1.2669536,4.0,bout-responsive,True,bout-responsive,roi:p1:f589,L395_f11
All neurons,all_neurons,all,1,598,contra,bout,0.22664443,4.0,bout-responsive,True,weak-response,roi:p1:f598,L395_f11
All neurons,all_neurons,all,1,601,contra,bout,0.6166791,4.0,bout-responsive,True,bout-responsive,roi:p1:f601,L395_f11
All neurons,all_neurons,all,1,602,contra,bout,1.4492102,4.0,bout-responsive,True,bout-responsive,roi:p1:f602,L395_f11
All neurons,all_neurons,all,1,605,contra,bout,0.45168918,4.0,bout-responsive,True,bout-responsive,roi:p1:f605,L395_f11
All neurons,all_neurons,all,1,606,contra,bout,0.5985539,4.0,bout-responsive,True,bout-responsive,roi:p1:f606,L395_f11
