owner,fish_id,gene,anat_label,plane,func_label,cell_key,stim_type,stim_class,block,stim_idx,response_mean_dff,response_mean_zdff,n_valid_points,n_total_points,fps
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,LLC,continuous,B2,21,0.0030954761896282434,-0.42022672295570374,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,RLB,bout,B2,22,0.0026880104560405016,-0.5158975124359131,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,LLB+RLB,bout,B2,23,0.013910479843616486,2.119079351425171,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,LLB+RLB,bout,B2,24,0.012458113953471184,1.7780717611312866,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,LLC,continuous,B2,25,0.004066415596753359,-0.19225530326366425,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,LLC+RLC,continuous,B2,26,0.0038537115324288607,-0.24219690263271332,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,RLC,continuous,B2,28,0.004358368925750256,-0.12370609492063522,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,LLB,bout,B2,30,0.008732435293495655,0.9033016562461853,57,57,2.0
Matilde,L395_f11,pth2,15378,3,435,L395_f11|pth2|15378,RLB,bout,B2,31,0.003574252827093005,-0.30781254172325134,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLC,continuous,B1,1,0.0038856437895447016,-0.5581834316253662,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC,continuous,B1,2,0.02201630175113678,1.9616526365280151,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLB,bout,B1,3,0.0242726132273674,2.2752397060394287,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB,bout,B1,4,0.06393712013959885,7.787893772125244,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB+RLB,bout,B1,6,0.0786980614066124,9.839398384094238,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC+RLC,continuous,B1,7,0.00692550977692008,-0.1356966346502304,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLC,continuous,B1,9,0.0023860784713178873,-0.7665961384773254,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB,bout,B1,10,0.06273717433214188,7.62112283706665,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB+RLB,bout,B1,11,0.0686337798833847,8.440645217895508,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLB,bout,B1,12,0.011787230148911476,0.5399952530860901,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC,continuous,B1,13,0.004067411180585623,-0.5329210162162781,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC+RLC,continuous,B1,14,0.0023091824259608984,-0.7772833108901978,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC+RLC,continuous,B2,16,0.00230420776642859,-0.7779746651649475,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB,bout,B2,17,0.06425996869802475,7.832763671875,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLC,continuous,B2,20,0.003922083880752325,-0.553118884563446,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC,continuous,B2,21,0.0032957145012915134,-0.6401730179786682,57,57,2.0
