dataset,z_um,y_um,x_um
2P (mCherry),63.24355300859599,188.27024578796562,88.1658058624642
2P (mCherry),62.21052631578947,221.75937221052635,86.97788842105263
2P (mCherry),63.07692307692308,223.8515038846154,85.95717576923077
2P (mCherry),63.33980582524272,290.0952946601942,318.7605629708738
2P (mCherry),63.651162790697676,381.6124991162791,317.3900554186047
2P (mCherry),67.64900662251655,391.9889831125828,386.5104011721854
2P (mCherry),75.63150492264417,408.7242177046414,424.4452950042195
2P (mCherry),65.3485342019544,33.419082469055375,31.083624996742675
2P (mCherry),65.19298245614036,46.36537831578947,44.34502578947369
2P (mCherry),73.16990291262135,389.7202092305825,370.81506050970876
2P (mCherry),67.15418502202643,392.84384389427316,244.49056318942732
2P (mCherry),73.40062111801242,43.21989000000001,33.72222319565218
2P (mCherry),79.61748633879782,83.10134252459017,56.629509081967214
2P (mCherry),72.85971223021583,310.44732977697845,40.621748395683454
2P (mCherry),77.16715542521995,393.1435904516129,381.90939005278597
2P (mCherry),77.31598513011153,396.49968894423796,393.23206692936805
2P (mCherry),72.47435897435898,56.18704861538462,45.651977
2P (mCherry),71.05660377358491,141.66373358490566,80.72623154716982
2P (mCherry),71.94193548387096,164.64304527096775,83.15788672258066
2P (mCherry),73.60526315789474,173.46781034210525,82.40213238157895
2P (mCherry),75.23809523809524,199.7577359166667,81.04633016666666
2P (mCherry),74.80086580086581,238.98810663636365,75.17387983636364
2P (mCherry),76.17749825296995,281.83117296855346,55.31378189937107
2P (mCherry),72.78923766816143,329.4977379820628,23.71998591928251
2P (mCherry),71.66666666666667,332.8473715,18.8138195
2P (mCherry),71.91208791208791,337.20808800000003,16.244100923076925
2P (mCherry),70.13333333333334,347.6923968,5.5085996
2P (mCherry),75.79220779220779,20.262228,5.50916290909091
2P (mCherry),73.53846153846153,78.02459215384616,58.026902769230766
2P (mCherry),78.16058394160584,94.26420494890512,62.359981620437964
2P (mCherry),71.83333333333333,267.18876800000004,67.20383075000001
2P (mCherry),74.12765957446808,401.08769846808514,409.32429612765964
2P (mCherry),74.20289855072464,151.0951728695652,80.66769869565218
2P (mCherry),75.83098591549296,188.05724907042256,81.45604166197184
2P (mCherry),77.0961038961039,214.78130672727275,79.61078389090909
2P (mCherry),77.71428571428571,98.04475200000002,63.74767800000001
2P (mCherry),80.09302325581395,108.11421079069767,65.7229091627907
2P (mCherry),82.43137254901961,386.0102054117647,312.30812797058826
2P (mCherry),79.91836734693878,414.97069500000003,434.330019
2P (mCherry),78.69565217391305,434.08274030434785,462.25750169565214
2P (mCherry),84.12,48.640500720000006,24.76267332
2P (mCherry),79.625,139.05610054411764,74.88372180882354
2P (mCherry),83.17647058823529,328.2675029117647,13.615222147058823
2P (mCherry),83.80321285140562,387.2442046385542,304.33301314457833
2P (mCherry),80.7035175879397,385.89404351758793,320.5735563919598
2P (mCherry),77.68,385.45449768000003,329.78727936
2P (mCherry),80.08866995073892,418.93967234482756,439.09933924137937
2P (mCherry),79.36363636363636,121.84375636363637,70.97694545454546
2P (mCherry),85.08610792192881,165.22885567164178,74.84319250057406
2P (mCherry),81.89189189189189,392.11405345945946,363.29325729729726
2P (mCherry),81.39622641509433,394.05596603773586,252.35540479245284
2P (mCherry),81.16129032258064,397.7609078709678,240.83507903225808
2P (mCherry),92.13426573426574,401.3121425678322,391.80881488391606
2P (mCherry),83.12765957446808,151.2903795319149,74.62080619148936
2P (mCherry),82.58064516129032,260.5846049032258,326.7486647419355
2P (mCherry),80.22222222222223,280.87592711111114,269.8153531111111
2P (mCherry),87.5679012345679,390.41657480000003,286.76606430370373
2P (mCherry),88.72558139534884,390.39740919069766,342.11520449302327
2P (mCherry),82.65714285714286,404.00837820000004,223.7489058
2P (mCherry),85.3061224489796,52.965942000000005,32.013258
2P (mCherry),86.0,408.0050562,414.3811518
2P (mCherry),87.1875,57.38689359375,33.888256828125
2P (mCherry),86.0952380952381,65.139655,41.035659
2P (mCherry),87.47679324894514,73.14693329113925,45.54628524050633
2P (mCherry),90.4033264033264,189.9518658212058,72.94676473596674
2P (mCherry),90.18277680140598,258.8995311775044,58.6737551599297
2P (mCherry),91.07692307692308,41.09728934769231,12.952382584615385
2P (mCherry),94.43428571428572,69.11092776,35.02700992
2P (mCherry),93.52548330404218,85.09712684182776,47.98079974165202
2P (mCherry),88.08333333333333,104.68236887500001,60.80604775
2P (mCherry),87.86440677966101,111.87390152542373,63.07725152542373
2P (mCherry),88.98305084745763,121.4788466440678,64.81408144067797
2P (mCherry),87.82608695652173,140.44948826086957,69.67312982608696
2P (mCherry),90.39024390243902,215.09801352439027,71.14392881707317
2P (mCherry),92.93793103448276,253.03811342068965,60.777068896551725
2P (mCherry),110.15657162139362,412.39039337978744,399.8002484420449
2P (mCherry),91.67924528301887,101.6781013301887,56.89566631132075
2P (mCherry),91.93155893536121,169.06029223574146,70.56156390114069
2P (mCherry),93.03238866396761,205.99825181781378,70.6925826923077
2P (mCherry),91.45833333333333,391.172922875,332.58983362500004
2P (mCherry),92.77777777777777,395.87095590000007,369.8894507
2P (mCherry),94.29787234042553,74.76615791489363,40.324720978723406
2P (mCherry),96.1948717948718,140.32081452307693,63.727590769230765
2P (mCherry),90.94736842105263,228.33407873684214,67.664688
2P (mCherry),94.02597402597402,237.25593118181817,63.963747272727275
2P (mCherry),92.85106382978724,247.74855178723405,61.508004287234044
2P (mCherry),97.59863945578232,393.15494100000006,328.422478
2P (mCherry),92.8641975308642,394.4375794074074,269.6225762222222
2P (mCherry),103.03708063566803,397.4055851724544,354.50972057445557
2P (mCherry),95.86046511627907,403.76895218604653,243.2569742790698
2P (mCherry),94.95238095238095,48.703704,16.637334000000003
2P (mCherry),95.52808988764045,133.1508888539326,62.89833357303372
2P (mCherry),95.05882352941177,149.10725364705883,65.67455011764706
2P (mCherry),98.37018633540373,185.7376288173913,66.55256890434784
2P (mCherry),95.88,221.84537172,65.70910416
2P (mCherry),95.53586497890295,257.9839765822785,195.54348126582278
2P (mCherry),99.60569105691057,283.17925829268296,39.748772512195124
2P (mCherry),97.6,317.57440732500004,201.677716275
2P (mCherry),99.91472868217055,399.10363939534886,262.2662325581395
2P (mCherry),96.25945945945946,399.1513216864865,254.6710351783784
