dataset,z_um,y_um,x_um
2P (mCherry),99.32975871313673,95.60480380697051,48.32743467024129
2P (mCherry),100.03112840466926,107.33870618287939,51.70672777821012
2P (mCherry),95.21739130434783,115.83900391304348,59.857224
2P (mCherry),99.24175824175825,117.63388753846155,56.03213861538462
2P (mCherry),98.23188405797102,280.31435965217395,250.22544947826088
2P (mCherry),102.41245136186771,284.48383659922183,161.0656532451362
2P (mCherry),100.93159609120521,302.25312586319217,158.66275782410423
2P (mCherry),100.0482233502538,392.92036861675126,306.8607471928934
2P (mCherry),102.16326530612245,66.88507971428572,25.287002571428573
2P (mCherry),98.76923076923077,101.48452003846154,50.348133230769236
2P (mCherry),101.09677419354838,143.87561078709678,60.415499651612905
2P (mCherry),101.6225352112676,164.5083981464789,63.343091729577466
2P (mCherry),102.34224598930481,263.4375436524064,46.575141192513364
2P (mCherry),99.61111111111111,275.58058694444446,217.8860786666667
2P (mCherry),107.92347466390899,276.0016571726991,224.6112659007239
2P (mCherry),102.48362720403023,309.8370127858942,135.650589884131
2P (mCherry),103.98976982097187,314.232122056266,15.092433606138107
2P (mCherry),99.18181818181819,331.2553191818182,158.45603072727272
2P (mCherry),104.66981132075472,406.420853009434,246.3033926037736
2P (mCherry),103.72277227722772,418.75255862376235,422.9960956782179
2P (mCherry),106.95929203539824,423.53534576283187,428.59407575575227
2P (mCherry),100.66666666666667,76.1769925,34.55525733333334
2P (mCherry),104.84117647058824,95.91316436470588,43.319943635294116
2P (mCherry),102.86792452830188,206.25126596226417,62.864816264150946
2P (mCherry),101.47619047619048,213.98751033333335,62.707568
2P (mCherry),103.97413793103448,243.95240154310346,202.89871422413796
2P (mCherry),104.00286123032905,279.0014200772532,155.7695178025751
2P (mCherry),107.67441860465117,283.71658423255815,158.82742172093023
2P (mCherry),106.54488517745303,318.291345519833,120.10291959081421
2P (mCherry),105.94227504244482,333.4796751952462,163.48396604414262
2P (mCherry),106.82758620689656,362.2805385862069,161.91700663793105
2P (mCherry),102.4,47.9043684,9.5362596
2P (mCherry),105.60714285714286,71.71945725,27.663053250000004
2P (mCherry),103.2992125984252,126.56903253543307,56.07644418897638
2P (mCherry),103.52631578947368,171.81557289473685,62.351275
2P (mCherry),104.21513944223108,275.2182902390438,160.58958074103586
2P (mCherry),108.6902382782475,293.78608867332827,138.06888969408146
2P (mCherry),107.27245949926362,319.40749169072166,96.16940560824743
2P (mCherry),105.11475409836065,330.18266554918034,88.37259968852459
2P (mCherry),109.9895104895105,76.7642963916084,26.49919708741259
2P (mCherry),103.175,129.32738805000002,315.21009345000004
2P (mCherry),120.07228594291811,137.551278765004,322.76647618991734
2P (mCherry),105.07246376811594,179.77911669565216,62.289984521739136
2P (mCherry),103.73684210526316,231.22763447368422,119.97127247368421
2P (mCherry),106.28571428571429,249.98756160000002,50.655570000000004
2P (mCherry),108.23728813559322,264.7222857288136,41.03145805084746
2P (mCherry),109.31229597388466,280.44002898803046,131.90352196517955
2P (mCherry),106.91021671826626,287.2022767244582,205.7174105758514
2P (mCherry),107.57974683544303,289.6915044303798,150.85535820759495
2P (mCherry),107.36452241715399,299.2328527017544,145.50596650292397
2P (mCherry),106.32758620689656,300.40788206896553,127.43964944827587
2P (mCherry),106.85223367697594,303.59453441237116,196.02726622680416
2P (mCherry),107.24615384615385,308.97538301538464,207.3932696769231
2P (mCherry),108.4888888888889,319.64817888888894,137.1487078888889
2P (mCherry),108.55357142857143,322.5661884375,124.588303875
2P (mCherry),108.74954954954956,327.3355480972973,121.09892472432432
2P (mCherry),110.0912330719886,325.6291230876693,168.9423727398432
2P (mCherry),107.74872665534805,345.2902871205433,148.03694049575552
2P (mCherry),106.671834625323,349.62274351937987,171.81632500775194
2P (mCherry),108.83253588516746,353.0418171100478,146.3199069617225
2P (mCherry),104.0,395.48523000000006,292.72413240000003
2P (mCherry),117.17324561403508,400.4678286184211,320.9678127894737
2P (mCherry),105.11764705882354,396.69762855882357,289.2493188529412
2P (mCherry),106.02209944751381,398.77017785635365,274.7026732707182
2P (mCherry),112.77027027027027,399.75886195945947,284.7130664189189
2P (mCherry),106.3125,133.4385058125,55.750172625000005
2P (mCherry),107.3409090909091,134.58263938636364,54.437838477272734
2P (mCherry),110.51063829787235,141.416844606383,52.51004045744681
2P (mCherry),108.32478632478633,151.12225189743592,56.326070410256406
2P (mCherry),127.201637870768,161.34587387296514,337.5208350919805
2P (mCherry),111.61290322580645,276.52274512258066,232.7379833032258
2P (mCherry),106.71641791044776,281.3551718955224,237.55957159701492
2P (mCherry),107.71428571428571,288.38820150000004,162.7716825
2P (mCherry),109.92415169660678,290.5306439041916,120.90400838323355
2P (mCherry),106.30909090909091,302.10153883636366,187.40870972727274
2P (mCherry),111.51472868217054,318.9137213581395,192.82620390697673
2P (mCherry),112.50326797385621,345.3548352745098,186.82313059803923
2P (mCherry),113.9747572815534,357.95895929126215,169.08781439417479
2P (mCherry),110.91082802547771,379.50325410191084,146.6178749044586
2P (mCherry),109.83561643835617,396.5295992671233,316.7771566438356
2P (mCherry),113.936,400.0891552,338.568073872
2P (mCherry),111.38592750533049,402.2827732835821,367.5653614029851
2P (mCherry),116.23232323232324,406.22581314141416,375.4516116060606
2P (mCherry),117.43142144638404,112.51650269825437,39.71768781047382
2P (mCherry),111.12403100775194,162.1561854418605,348.5366923255814
2P (mCherry),109.60416666666667,195.4780244375,59.545467625
2P (mCherry),111.11111111111111,205.28394082882883,56.98315504504505
2P (mCherry),109.22448979591837,278.930946,171.35259
2P (mCherry),108.33333333333333,283.671192,224.2838616666667
2P (mCherry),111.54857142857144,303.16940388,137.49687672000002
2P (mCherry),110.1006289308176,310.86228124528304,193.76668909433965
2P (mCherry),112.49679897567222,326.0099396389245,131.08575440204868
2P (mCherry),111.77312390924956,341.1723241151833,170.53109195811518
2P (mCherry),112.63684210526316,398.25942350526316,298.3957951578948
2P (mCherry),112.7128712871287,403.64975388118813,371.9947389504951
2P (mCherry),112.48484848484848,413.71672872727277,235.82090127272727
2P (mCherry),114.90102389078498,84.72519593856656,26.779867986348126
2P (mCherry),115.1717791411043,96.51558257668712,35.05874651226994
2P (mCherry),112.56,123.438608328,49.13237095200001
2P (mCherry),119.77840508115737,130.9472049569513,41.296360395201134
2P (mCherry),111.33742331288343,219.66276014723925,54.80392674846626
2P (mCherry),113.51489361702127,259.43483034893615,154.8688005319149
2P (mCherry),110.8529411764706,274.8160352205882,241.97876016176474
2P (mCherry),116.74871794871795,321.1036444,206.7184578846154
2P (mCherry),113.87982832618026,328.99413484120174,105.32257766523605
2P (mCherry),112.96694214876032,336.00593519008265,169.06224473553718
2P (mCherry),119.8141592920354,377.75516360176994,155.2280453097345
2P (mCherry),110.63888888888889,384.49049275000004,144.49230250000002
2P (mCherry),115.94334277620396,69.48200610764873,13.878707252124647
2P (mCherry),114.13333333333334,119.39998070000001,45.5869148
2P (mCherry),114.83582089552239,161.3639667761194,53.86891205970149
2P (mCherry),116.6655737704918,224.63844473114756,48.87771110163935
2P (mCherry),112.98611111111111,261.67203562500003,115.20075787500001
2P (mCherry),113.0909090909091,260.8402745454546,240.33582363636364
2P (mCherry),112.9090909090909,270.57988872727276,34.60126090909091
2P (mCherry),114.37885462555066,399.24401537444936,326.8128763348018
2P (mCherry),117.47107438016529,399.8878746198347,309.03604017768595
2P (mCherry),114.0,435.049244,440.39363900000006
2P (mCherry),115.84615384615384,112.96799833846154,43.52160701538462
2P (mCherry),114.8108108108108,185.5855294054054,55.35562313513514
2P (mCherry),117.58893280632411,238.46882137549406,44.31344438735178
2P (mCherry),117.98511904761905,251.7936185625,38.7129771875
2P (mCherry),119.62711864406779,262.31461674576275,148.71307488135594
2P (mCherry),118.16470588235295,317.99341609411766,121.37927488235295
2P (mCherry),117.11057692307692,328.3733025865385,198.34743428365385
2P (mCherry),118.10847457627119,333.8617169288136,180.0767311118644
2P (mCherry),116.375,400.34940400000005,289.63522700000004
2P (mCherry),116.65066666666667,403.5591392,273.59782844800003
2P (mCherry),119.86446280991736,409.96068612892566,257.6409349586777
2P (mCherry),118.57692307692308,414.85598074038467,240.3579091442308
2P (mCherry),116.1025641025641,417.1487976923077,233.15623261538462
2P (mCherry),116.61744966442953,174.689823704698,54.0496584966443
2P (mCherry),116.13333333333334,232.9660508,195.8155346
2P (mCherry),118.55572998430141,270.5760198461539,142.68845215384616
2P (mCherry),118.05128205128206,265.61226084615384,146.03127376923078
2P (mCherry),118.91428571428571,287.3332644,154.24946376000003
2P (mCherry),118.05076142131979,321.05718712690356,189.70089877157363
2P (mCherry),115.82608695652173,326.668819826087,215.21444243478263
2P (mCherry),126.17470664928292,415.460743220339,249.88465450325947
2P (mCherry),121.68051118210863,110.37500823642173,35.37263442172524
2P (mCherry),126.51547552054024,163.737062964547,43.91204217670231
2P (mCherry),129.68589743589743,178.36843836538463,341.83513053846156
2P (mCherry),120.525,183.65025866250002,51.2893455375
2P (mCherry),125.45527369826435,182.30880140186918,329.25382143925236
2P (mCherry),123.61224489795919,186.15756,330.748341
2P (mCherry),123.48807631160572,315.0841324101749,201.52525121780604
2P (mCherry),121.52577319587628,332.5617462061856,170.1410067216495
2P (mCherry),119.93788819875776,403.1552955652174,342.2595010434783
2P (mCherry),121.46596858638743,405.30344202094244,353.52505838743457
2P (mCherry),127.14208389715832,423.1935142449256,402.09628151691476
2P (mCherry),122.79338842975207,96.103859553719,27.65412352066116
2P (mCherry),125.77333333333333,176.74797252000002,329.9954784
2P (mCherry),126.27586206896552,225.66845550550258,40.155263304475426
2P (mCherry),123.72266666666667,244.46384278400004,36.001084000000006
2P (mCherry),120.625,259.9031570625,34.07632725
2P (mCherry),121.05439330543933,277.75842637656905,142.70127715481172
2P (mCherry),121.95833333333333,292.51332570833335,151.83439104166666
2P (mCherry),121.97687861271676,329.4159359132948,188.85713857803466
2P (mCherry),121.77227722772277,342.0145925346535,255.7073296039604
2P (mCherry),127.06395348837209,445.505849127907,441.68722756395346
2P (mCherry),125.1590909090909,461.77157106818186,451.28029131818187
2P (mCherry),126.06837606837607,87.97577223076924,16.757687153846152
2P (mCherry),130.126582278481,141.0037881265823,302.9921946835443
2P (mCherry),132.1504424778761,173.7458222035398,328.6178486902655
2P (mCherry),123.54545454545455,188.00018427272727,330.3089599090909
2P (mCherry),122.04651162790698,269.7509073488372,152.52294497674418
2P (mCherry),121.0909090909091,268.2337063636364,29.39628490909091
2P (mCherry),122.67924528301887,287.3539580377359,148.42774720754716
2P (mCherry),125.05958132045089,297.6035130241546,216.29566933333336
2P (mCherry),123.80373831775701,329.57348618691594,116.6467956728972
2P (mCherry),124.34188034188034,339.69697533333334,190.3375197948718
2P (mCherry),126.55021834061135,403.97659797379913,312.8383773799127
2P (mCherry),134.36212121212122,413.2736157136364,363.10720924545456
2P (mCherry),125.0,75.7432445,9.78643925
2P (mCherry),128.4,140.88363328421053,296.8822429263158
2P (mCherry),124.64516129032258,163.46702851612903,330.788817483871
2P (mCherry),125.18518518518519,187.36307125925924,344.4039443703704
2P (mCherry),125.73109243697479,196.52611588235294,45.75676905882354
2P (mCherry),124.6842105263158,205.57943036842104,44.80730984210526
2P (mCherry),124.9375,255.2064795,31.6568266875
2P (mCherry),127.0530035335689,404.2592667137809,304.54857144169614
2P (mCherry),128.6825938566553,405.96370191808876,329.8786773174062
2P (mCherry),127.24528301886792,81.41981915094341,9.986433905660379
2P (mCherry),127.98666666666666,92.26253708,15.4414288
2P (mCherry),125.15384615384616,120.84052453846154,34.38287030769231
2P (mCherry),129.23076923076923,141.66876984615385,305.4253224615385
2P (mCherry),129.013698630137,272.6730064109589,147.0361156849315
2P (mCherry),130.1169102296451,406.80717824217123,294.5674126346555
2P (mCherry),130.65960264900662,409.2171089721855,342.6873470304636
2P (mCherry),135.69948186528498,106.09116496165804,19.273918252849743
2P (mCherry),129.91463414634146,108.6380051707317,27.14561606707317
2P (mCherry),129.39473684210526,116.46989881578949,29.69746997368421
2P (mCherry),127.6923076923077,123.20111461538463,31.363316923076923
2P (mCherry),126.63157894736842,142.31500168421053,311.95612736842105
2P (mCherry),131.45185185185184,230.35633366666667,33.33112408888889
2P (mCherry),129.43119266055047,252.996453853211,28.191630330275228
2P (mCherry),129.88819875776397,257.2300755652174,25.608643565217392
2P (mCherry),131.53488372093022,409.024364,281.17209741860466
2P (mCherry),132.10300429184548,411.2433666437769,272.0046739055794
2P (mCherry),127.94736842105263,411.92933415789474,373.9364336842105
2P (mCherry),130.9433962264151,173.1575211509434,41.118082811320754
2P (mCherry),132.34313725490196,201.6322228529412,39.08834917647059
2P (mCherry),133.54444444444445,213.0606321666667,35.31431633333334
2P (mCherry),132.79166666666666,244.76941825,27.382278875
2P (mCherry),136.5627240143369,412.1258953978495,336.44269934408607
2P (mCherry),131.77543859649123,417.11947141052633,383.6729348421053
2P (mCherry),130.63636363636363,421.18902381818185,238.63040536363636
2P (mCherry),132.68852459016392,456.4593297049181,441.5323544754099
2P (mCherry),133.9938176197836,183.25316680989184,39.37117858423493
2P (mCherry),139.33596837944663,200.7301737470356,33.06171267193676
2P (mCherry),132.85714285714286,205.03887600000002,36.71367
2P (mCherry),136.31578947368422,208.63686457894738,34.12585768421053
2P (mCherry),133.76,259.10370528000004,18.191391120000002
2P (mCherry),143.80885395117915,414.4131041505999,327.82142646752175
2P (mCherry),135.92542372881357,409.8190785559322,299.3302299661017
2P (mCherry),141.26666666666668,419.6231239529412,372.08880820588234
2P (mCherry),136.75294117647059,426.4903753764706,395.5628672470589
2P (mCherry),133.05555555555554,429.40148358333334,407.85866625
2P (mCherry),132.91472868217053,433.7883486511628,415.2330126976744
2P (mCherry),135.83783783783784,452.8153276216217,437.62242470270274
2P (mCherry),132.92307692307693,475.13756876923077,453.183246923077
2P (mCherry),139.547703180212,162.49341925441698,31.90691670318021
2P (mCherry),137.25252525252526,250.57490521212122,17.330204181818182
2P (mCherry),153.38052738336714,422.28244789776875,346.26313995212985
2P (mCherry),138.45774647887325,412.85402283802824,279.64375018309863
2P (mCherry),140.35714285714286,412.04440486363643,317.87954481818184
2P (mCherry),136.4102564102564,440.4293874615385,427.75059976923075
2P (mCherry),137.47619047619048,87.2360174,5.3165112
2P (mCherry),141.32467532467533,103.56212312727273,11.377435363636366
2P (mCherry),137.1638418079096,216.0800206101695,31.409971694915257
2P (mCherry),139.45563909774435,225.98792602105263,24.76179277894737
2P (mCherry),139.73076923076923,238.89088165384615,17.516746153846157
2P (mCherry),138.66666666666666,410.6619198550725,305.4057385217391
2P (mCherry),151.95668438669028,418.92972847135263,314.176127760189
2P (mCherry),137.28,421.71366174,383.22937044
2P (mCherry),140.1818181818182,435.4879209545455,408.63497659090916
2P (mCherry),145.7866927592955,157.6294132191781,23.004134999999998
2P (mCherry),140.05263157894737,163.4088517894737,332.24526078947366
2P (mCherry),144.18939393939394,174.47143628409094,30.363592238636368
2P (mCherry),143.8619718309859,244.0629741042254,12.913472146478874
2P (mCherry),142.27306273062732,412.9481028265683,293.85066535793356
2P (mCherry),146.0482456140351,427.03632042105266,382.609966881579
2P (mCherry),149.35969509290138,433.96022448594573,393.2989842105765
2P (mCherry),140.0,464.2462328674699,439.19336645783136
2P (mCherry),142.0983606557377,233.29598370491803,17.76944675409836
2P (mCherry),143.30467289719627,417.83066451588786,268.4746078654206
2P (mCherry),144.35886214442013,421.8479290503283,255.99768995185997
2P (mCherry),143.35338345864662,424.05878715789476,380.8682485263158
2P (mCherry),144.2564679415073,427.2705664251968,242.65785467716537
2P (mCherry),144.46428571428572,476.84396200000003,443.79778625
2P (mCherry),143.52941176470588,162.8085875294118,326.3443408235294
2P (mCherry),144.94117647058823,440.6433174705883,414.9628844117647
2P (mCherry),144.0,441.83333381250003,416.9063784375
2P (mCherry),151.9090909090909,446.5196994832536,418.18495573205746
2P (mCherry),144.93617021276594,445.17772123404256,421.9906605957447
2P (mCherry),149.42222222222222,457.778751374359,428.21715691282054
2P (mCherry),147.55828220858896,181.2820494662577,27.435891515337424
2P (mCherry),146.35218093699515,213.59216032633282,22.876878562197096
2P (mCherry),147.8111111111111,220.87713258333332,17.152926116666666
2P (mCherry),146.23711340206185,226.02742428865983,16.741778474226805
2P (mCherry),148.7842105263158,254.67913324736844,5.9463426473684216
2P (mCherry),147.71428571428572,99.000768,3.372612
2P (mCherry),148.05333333333334,100.03963872,62.112713600000006
2P (mCherry),147.14666666666668,229.73029072,13.52426264
2P (mCherry),147.6086956521739,115.27324565217391,68.40017373913044
2P (mCherry),149.78612716763007,188.10497441618497,23.992156352601157
2P (mCherry),149.22673031026252,195.59964403818614,23.264006692124106
2P (mCherry),153.82986767485824,197.50497896030245,16.43589243289225
2P (mCherry),149.6948717948718,208.89387093076922,19.240894453846153
2P (mCherry),149.90540540540542,229.854201972973,10.431932472972973
2P (mCherry),154.95486111111111,407.84059341666665,80.08750181250001
2P (mCherry),151.20570264765783,424.8362895641548,369.9998532586558
2P (mCherry),154.42151675485007,428.86259759259264,255.7523938148148
2P (mCherry),155.9332443257677,162.56602861682242,14.197284336448599
2P (mCherry),153.9440353460972,180.77613717525773,18.168547484536084
2P (mCherry),152.9268292682927,214.07579643902443,13.086494536585366
2P (mCherry),151.625,227.189069625,7.87862578125
2P (mCherry),153.73333333333332,234.62875146666667,5.5143829066666665
2P (mCherry),152.88372093023256,240.9268396744186,3.3287637209302328
2P (mCherry),152.25,243.0276489375,4.6085725
2P (mCherry),154.76543209876544,251.05441338271606,3.5315655061728397
2P (mCherry),167.54013803123866,428.38176679767525,293.7994362542681
2P (mCherry),154.28318584070797,172.28240251327435,18.084988513274336
2P (mCherry),152.9246231155779,217.19985590954775,10.867676020100504
2P (mCherry),157.60256410256412,221.17394411538461,4.848385096153846
2P (mCherry),152.9913043478261,377.97743650434785,63.15559466086957
2P (mCherry),155.31972789115648,417.3039346666667,72.23232
2P (mCherry),154.672,474.81873062400007,433.8347496
2P (mCherry),156.02898550724638,205.65312782608697,9.910198869565217
2P (mCherry),156.47058823529412,381.4558514117647,68.04740682352941
2P (mCherry),161.4451219512195,382.59152284756095,74.55374350609756
2P (mCherry),155.54651162790697,422.54872751162793,277.8345074302326
2P (mCherry),157.83225806451614,441.86468434838713,398.7641250193548
2P (mCherry),154.66666666666666,120.84219279999999,45.304978600000005
2P (mCherry),160.54704595185996,151.89105154923413,6.904850547045952
2P (mCherry),155.74193548387098,155.67705435483873,63.099840096774194
2P (mCherry),162.4084656084656,167.02258502222222,6.237709333333333
2P (mCherry),159.5310734463277,181.96463766101695,10.218808813559322
2P (mCherry),157.78571428571428,379.637937,72.2887515
2P (mCherry),157.62025316455697,471.52799984810133,429.2622770126582
2P (mCherry),157.044776119403,484.5483068059702,436.91694994029854
2P (mCherry),159.15942028985506,200.60845,9.136995913043478
2P (mCherry),159.0,232.39404562500002,133.13352675000002
2P (mCherry),159.45833333333334,259.362327525,130.78315477499999
2P (mCherry),161.3953488372093,379.75141758139534,77.2575798139535
2P (mCherry),162.6846846846847,445.6780238198198,401.3380368288288
2P (mCherry),158.74285714285713,447.81382800000006,408.4790808
2P (mCherry),163.00537634408602,207.74080622580647,3.5172065645161292
2P (mCherry),163.64303178484107,240.41039666992666,117.51283223471884
2P (mCherry),164.38578680203045,477.71507518781726,426.8311505482234
2P (mCherry),165.37604456824513,195.33611619777162,3.701658593314763
2P (mCherry),166.0380047505938,246.918003391924,139.4989203135392
2P (mCherry),163.14364640883977,335.68320873480667,194.38320764088397
2P (mCherry),164.7058823529412,381.8385702352941,76.73512411764706
2P (mCherry),162.7741935483871,421.30922670967743,3.442000258064516
2P (mCherry),165.13333333333333,433.3436849,364.1298969
2P (mCherry),170.43119266055047,443.4227690366973,61.0092427706422
2P (mCherry),170.639846743295,456.32408483908046,403.310855862069
2P (mCherry),163.1443298969072,475.96017649484537,178.87409789690722
2P (mCherry),165.30941704035874,485.0722532556054,428.08593530044845
2P (mCherry),164.41666666666666,232.02807075,138.82646925
2P (mCherry),172.289156626506,252.06115326506026,129.41988611746987
2P (mCherry),166.51982378854626,254.9521063612335,135.2921157092511
2P (mCherry),169.4321503131524,416.61404847181626,15.939559853862214
2P (mCherry),168.16129032258064,422.00707127419355,68.66685575806453
2P (mCherry),163.95,437.00653185,249.5785992
2P (mCherry),170.04318936877075,442.57102513953487,246.3436460930233
2P (mCherry),164.80263157894737,449.8280656578948,214.46127675000002
2P (mCherry),163.7762237762238,457.82859700699305,200.78740896503498
2P (mCherry),169.12871287128712,462.2250592871287,199.04523938613863
2P (mCherry),164.3859649122807,463.8478283157895,193.32604936842105
2P (mCherry),169.71830985915494,156.13095261971833,411.0556486478873
2P (mCherry),165.07692307692307,185.3021503846154,1.9268420769230772
2P (mCherry),177.40434782608696,257.7566348608696,139.4396097652174
2P (mCherry),167.01123595505618,326.62686471910115,192.64503166292135
2P (mCherry),171.63430420711975,329.5189872718447,215.34640692233012
2P (mCherry),170.8663594470046,397.988775483871,55.75260870967742
2P (mCherry),171.46456692913387,437.0975933149607,358.92817766929136
2P (mCherry),168.42741935483872,438.78682253225804,254.84181636290324
2P (mCherry),169.59366754617415,441.55431954617416,380.27911725593674
2P (mCherry),167.81196581196582,456.00816979487183,48.15714974358975
2P (mCherry),168.24324324324326,158.1890678918919,414.63524606756755
2P (mCherry),172.73737373737373,241.68307121212123,143.7463873787879
2P (mCherry),170.60119047619048,253.27204087500002,117.75483650000001
2P (mCherry),168.04,333.5088372,232.50627792000003
2P (mCherry),171.02369668246445,401.02366629383886,31.865060417061613
2P (mCherry),174.34501347708894,408.3187927924529,24.407970339622644
2P (mCherry),166.0,409.2773836666667,79.050573
2P (mCherry),177.01060070671377,442.0005155035336,263.24442002120145
2P (mCherry),171.06382978723406,451.2132785106383,397.3777687659575
2P (mCherry),170.16058394160584,463.18112614598544,408.82332021897815
2P (mCherry),168.28571428571428,465.44258600000006,412.587294
2P (mCherry),172.7439024390244,479.127562097561,419.107682597561
2P (mCherry),170.46153846153845,314.250426,236.65958184615386
2P (mCherry),173.5194630872483,319.7898828402685,218.3304035194631
2P (mCherry),171.91304347826087,326.33138543478265,226.6508415652174
2P (mCherry),175.39616055846423,335.5443870418848,219.5440482251309
2P (mCherry),172.656,418.984953072,79.38889644
2P (mCherry),172.50704225352112,435.15157187323945,343.4688520140846
2P (mCherry),174.67961165048544,437.96546234951455,271.64416007766994
2P (mCherry),178.0730253353204,437.5355379567809,283.63483085991055
2P (mCherry),173.82142857142858,437.67109575,352.37571337500003
2P (mCherry),176.3894389438944,441.4727942079208,364.6564528613862
2P (mCherry),172.83544303797467,445.4125269113925,387.445401
2P (mCherry),178.7632743362832,473.14973549336287,200.53623863495577
2P (mCherry),172.43478260869566,86.08011939130436,70.8046463478261
2P (mCherry),175.8584474885845,344.34540709589044,187.78168979452053
2P (mCherry),179.5307917888563,441.7246384398827,48.86152140175953
2P (mCherry),178.03221809169764,454.0285407806691,390.4683343197026
2P (mCherry),176.41379310344828,458.89790558620695,52.513421655172415
2P (mCherry),178.04395604395606,466.0741421538462,206.54746107692307
2P (mCherry),179.4812121212121,474.1528091490909,406.03702322909095
2P (mCherry),176.4112676056338,483.81168289014084,417.79279363943664
2P (mCherry),180.36936936936937,401.6609055540541,48.54607260810811
2P (mCherry),177.42176870748298,410.951887,17.210501
2P (mCherry),173.3170731707317,415.1127048292683,31.261593658536587
2P (mCherry),179.51111111111112,419.02741906666665,63.42428493333333
2P (mCherry),173.23076923076923,422.5039172307692,66.26334830769231
2P (mCherry),177.5897435897436,439.51601426923077,348.29547334615387
2P (mCherry),185.40529247910862,449.3364983690808,254.9156025334262
2P (mCherry),176.32,444.08855231999996,379.49480016
2P (mCherry),177.16363636363636,454.08683803636364,223.75482054545458
2P (mCherry),182.4181459566075,465.7927375976332,394.7966596331361
2P (mCherry),177.12367491166077,482.23964698939926,188.56313009893995
2P (mCherry),180.06302521008402,333.6187321764706,210.16867508823532
2P (mCherry),180.31428571428572,407.74480740000007,19.9462116
2P (mCherry),175.86206896551724,408.50087503448276,310.41399972413797
2P (mCherry),174.0,445.2651508421053,56.53562747368421
2P (mCherry),177.6504854368932,446.26352481553397,377.6071120194175
2P (mCherry),180.7891891891892,481.0734236756757,195.61565883243244
2P (mCherry),180.8548387096774,321.0627181774194,209.58948217741937
2P (mCherry),182.39310344827587,323.56105117241384,215.13152958620688
2P (mCherry),181.33333333333334,340.83050344000003,208.10361544000003
2P (mCherry),184.8560606060606,451.7842769204546,243.56798557954548
2P (mCherry),180.59701492537314,448.3465334328358,372.2917348656717
2P (mCherry),179.4,450.85935860000006,231.8599934
2P (mCherry),181.49850746268658,454.8974230029851,72.14524010149253
2P (mCherry),179.26666666666668,487.05562920000006,409.87017260000005
2P (mCherry),182.21527777777777,252.2809396041667,138.040301
2P (mCherry),180.88541666666666,290.9974668125,141.90675778125
2P (mCherry),185.8753709198813,443.577476189911,344.6578340118694
2P (mCherry),180.9433962264151,450.93014954716983,46.78340456603774
2P (mCherry),186.46711409395974,458.4893934684564,231.17254648590605
2P (mCherry),180.8,485.42907420000006,191.75689260000001
2P (mCherry),193.52542372881356,134.28176430508475,415.9459528474576
2P (mCherry),182.44444444444446,268.3020545333334,129.18943208888888
2P (mCherry),182.6637168141593,333.2508914867257,188.21112607964602
2P (mCherry),183.2619926199262,429.8714772841329,64.52201568265683
2P (mCherry),183.41304347826087,438.8339310326087,296.6518080978261
2P (mCherry),183.8181818181818,446.79987163636366,366.1818910909091
2P (mCherry),187.35221238938053,458.6977223469027,380.1797381522124
2P (mCherry),181.83673469387756,454.605525,57.56013000000001
2P (mCherry),182.74418604651163,460.15619218604655,221.3022644651163
2P (mCherry),192.4053691275168,465.83312554630874,228.7552019275168
2P (mCherry),189.40862422997947,470.3836742464066,216.7680122956879
2P (mCherry),185.18666666666667,265.1067776,146.76731076000002
2P (mCherry),182.0,407.77733850000004,34.116991125
2P (mCherry),187.1011235955056,411.1200004044944,35.506416337078655
2P (mCherry),188.126213592233,446.33300871844665,357.1630527669903
2P (mCherry),186.78787878787878,466.502545939394,217.0382984848485
2P (mCherry),191.28355704697987,481.38222719295305,396.44549005872483
2P (mCherry),190.86336633663367,444.8347706613862,290.60772437227723
2P (mCherry),193.0317848410758,447.9079102591687,279.24568978973105
2P (mCherry),190.0,465.0968921052632,382.55595221052636
2P (mCherry),187.5,377.686071,345.032979375
2P (mCherry),195.1918465227818,452.709652676259,268.4884517553957
2P (mCherry),191.98039215686273,450.6705506470588,263.6805121176471
2P (mCherry),192.01612903225808,470.7110251290323,384.519350983871
2P (mCherry),195.27659574468086,67.38782757446809,318.361803319149
2P (mCherry),192.56,445.69233555,296.63483535
2P (mCherry),196.21212121212122,448.8010271818182,316.89563160606065
2P (mCherry),190.52564102564102,452.5993553846154,358.7179373076923
2P (mCherry),192.359649122807,457.5470678947368,362.4963301842106
2P (mCherry),193.37704918032787,455.4354,354.5143284590164
2P (mCherry),194.94392523364485,465.495718682243,370.5748333457944
2P (mCherry),194.50837988826817,477.1712634636871,386.8529351564246
2P (mCherry),199.2565789473684,450.9088686513158,306.70727718750004
2P (mCherry),195.8375,448.93324638750005,299.92047645
2P (mCherry),192.6086956521739,463.5964629130435,375.3806060869565
2P (mCherry),195.6195652173913,467.7689300869565,373.9343865326087
2P (mCherry),194.137339055794,480.81524273819747,211.99666197424895
2P (mCherry),195.34782608695653,479.1265271739131,388.9446603913044
2P (mCherry),194.66086956521738,279.9088995652174,146.60493813913044
2P (mCherry),197.66666666666666,453.15529227027025,317.04341143243244
2P (mCherry),193.5,455.72817990000004,346.84658820000004
2P (mCherry),201.62299239222315,464.12337610650894,257.0556374201184
2P (mCherry),197.04615384615386,459.8896583076923,348.02271258461536
2P (mCherry),199.05847953216374,477.1018735614036,378.89599963157895
2P (mCherry),196.54421768707482,329.20588000000004,184.643868
